"X21st","Dairyland","Esurance","Foremost","Mercury","MetLife","National.General","Plymouth.Rock","Progressive","Safeco","The.General","Hartford","Travelers","ASI"
1,0.345802120731503,0.545304455942073,0.747930405569244,0.832156662154733,0.0907151239041968,0.31239728738835,0.780888985628279,0.884861616336802,0.798014850192986,0.843051902612773,0.755605225669424,0.743124926303683,0.191053840002717
0.345802120731503,1,0.147851319597407,0.364278586140107,0.574555809835185,0.0319252119835892,0.0172765090051962,0.458571539650268,0.400661698680434,0.38240454113547,0.280428879520987,0.436336975597414,0.488185485073554,0.306302971414714
0.545304455942073,0.147851319597407,1,0.518911024521339,0.402794798342305,-0.100705220469869,0.0826854062219797,0.380091916924269,0.425689546722898,0.417268419893003,0.293256097921846,0.409022850849969,0.463246360541054,-0.107265850695713
0.747930405569244,0.364278586140107,0.518911024521339,1,0.66926216971569,0.131256879014365,0.123226053296003,0.690544067057811,0.641584955341763,0.724571285881366,0.629683336501297,0.688927330791312,0.780515573309087,0.261745987121974
0.832156662154733,0.574555809835185,0.402794798342305,0.66926216971569,1,0.119434788769463,0.0657717155232127,0.736117626730709,0.900018835865758,0.855523693217525,0.80079679065969,0.727428746533193,0.779875043687484,0.153041664591766
0.0907151239041968,0.0319252119835892,-0.100705220469869,0.131256879014365,0.119434788769463,1,-0.138774885786466,0.278348238137749,0.0937510672024746,0.266819992209487,0.0692367813841975,0.186730072788044,0.147177511660972,0.29373222054688
0.31239728738835,0.0172765090051962,0.0826854062219797,0.123226053296003,0.0657717155232127,-0.138774885786466,1,0.0322359329710123,0.288875649929774,0.107473860636671,0.412146633657044,0.229937264000064,-0.00506419289091463,-0.169210003991163
0.780888985628279,0.458571539650268,0.380091916924269,0.690544067057811,0.736117626730709,0.278348238137749,0.0322359329710123,1,0.713388809678406,0.766886773963279,0.650082436385652,0.705710543383655,0.693122530254302,0.351278967126439
0.884861616336802,0.400661698680434,0.425689546722898,0.641584955341764,0.900018835865758,0.0937510672024746,0.288875649929774,0.713388809678406,1,0.79817371570837,0.840386518119193,0.744038697092837,0.691335487116844,0.143978153999046
0.798014850192986,0.38240454113547,0.417268419893003,0.724571285881366,0.855523693217525,0.266819992209487,0.107473860636671,0.766886773963279,0.79817371570837,1,0.664930827996269,0.795409179057283,0.846889015725474,0.13488185826003
0.843051902612773,0.280428879520987,0.293256097921846,0.629683336501297,0.80079679065969,0.0692367813841975,0.412146633657044,0.650082436385652,0.840386518119193,0.664930827996269,1,0.643047329707823,0.56093947443462,0.0878906669095458
0.755605225669424,0.436336975597414,0.409022850849969,0.688927330791312,0.727428746533193,0.186730072788044,0.229937264000063,0.705710543383655,0.744038697092837,0.795409179057283,0.643047329707823,1,0.89844727949236,0.196436362667018
0.743124926303683,0.488185485073554,0.463246360541054,0.780515573309087,0.779875043687484,0.147177511660972,-0.00506419289091463,0.693122530254302,0.691335487116844,0.846889015725474,0.56093947443462,0.89844727949236,1,0.174752940780586
0.191053840002717,0.306302971414714,-0.107265850695713,0.261745987121974,0.153041664591766,0.29373222054688,-0.169210003991163,0.351278967126439,0.143978153999046,0.13488185826003,0.0878906669095458,0.196436362667018,0.174752940780586,1
