carrier,date, premium 
THE GENERAL,12/3/2014,1316
THE GENERAL,12/3/2014,1954
THE GENERAL,12/3/2014,501
THE GENERAL,12/3/2014,940
THE GENERAL,12/3/2014,1176
THE GENERAL,12/3/2014,2788
THE GENERAL,12/3/2014,832
THE GENERAL,12/3/2014,612
MERCURY,12/3/2014,246
MERCURY,12/3/2014,430
MERCURY,12/3/2014,741
MERCURY,12/3/2014,332
MERCURY,12/3/2014,587
MERCURY,12/3/2014,399
MERCURY,12/3/2014,885
MERCURY,12/3/2014,1797
MERCURY,12/3/2014,1560
MERCURY,12/3/2014,381
MERCURY,12/3/2014,882
MERCURY,12/3/2014,1634
MERCURY,12/3/2014,834
MERCURY,12/3/2014,425
MERCURY,12/3/2014,523
MERCURY,12/3/2014,561
MERCURY,12/3/2014,242
MERCURY,12/3/2014,374
MERCURY,12/3/2014,446
MERCURY,12/3/2014,644
MERCURY,12/3/2014,170
MERCURY,12/3/2014,1475
MERCURY,12/3/2014,889
MERCURY,12/3/2014,503
THE GENERAL,12/3/2014,2570
SAFECO,12/3/2014,779.6
SAFECO,12/3/2014,1069.4
SAFECO,12/3/2014,908
SAFECO,12/3/2014,2010.67
SAFECO,12/3/2014,1321.3
SAFECO,12/3/2014,1418.52
SAFECO,12/3/2014,1374.13
SAFECO,12/3/2014,553.46
SAFECO,12/3/2014,515.86
SAFECO,12/3/2014,667
SAFECO,12/3/2014,1707
SAFECO,12/3/2014,1552
SAFECO,12/3/2014,824
SAFECO,12/3/2014,2522.3
SAFECO,12/3/2014,749
SAFECO,12/3/2014,1921.6
SAFECO,12/3/2014,2706.3
SAFECO,12/3/2014,1252.84
SAFECO,12/3/2014,1229.6
SAFECO,12/3/2014,1904.51
SAFECO,12/3/2014,829
SAFECO,12/3/2014,785.4
SAFECO,12/3/2014,818.8
SAFECO,12/3/2014,1536.76
SAFECO,12/3/2014,571.4
SAFECO,12/3/2014,798
SAFECO,12/3/2014,1450.1
SAFECO,12/3/2014,1843.2
SAFECO,12/3/2014,1516.8
SAFECO,12/3/2014,1391.7
SAFECO,12/3/2014,2204.9
SAFECO,12/3/2014,1644
SAFECO,12/3/2014,533.3
SAFECO,12/3/2014,3068
SAFECO,12/3/2014,826.7
SAFECO,12/3/2014,657.8
SAFECO,12/3/2014,1271.43
SAFECO,12/3/2014,2673.9
SAFECO,12/3/2014,1196.7
SAFECO,12/3/2014,1533
SAFECO,12/3/2014,512.2
SAFECO,12/3/2014,2446.2
SAFECO,12/3/2014,1589.6
SAFECO,12/3/2014,1298
SAFECO,12/3/2014,1477.7
SAFECO,12/3/2014,1828
SAFECO,12/3/2014,1789.2
SAFECO,12/3/2014,1241
SAFECO,12/3/2014,734.7
SAFECO,12/3/2014,1001.9
SAFECO,12/3/2014,424.92
SAFECO,12/3/2014,872.6
SAFECO,12/3/2014,1226
SAFECO,12/3/2014,1272
SAFECO,12/3/2014,1102
SAFECO,12/3/2014,952
SAFECO,12/3/2014,788.1
SAFECO,12/3/2014,1190
SAFECO,12/3/2014,1516
SAFECO,12/3/2014,330
SAFECO,12/3/2014,447.1
SAFECO,12/3/2014,1031.9
SAFECO,12/3/2014,1553.8
SAFECO,12/3/2014,1862.2
SAFECO,12/3/2014,1472
SAFECO,12/3/2014,1917
SAFECO,12/3/2014,939.5
SAFECO,12/3/2014,1013.1
SAFECO,12/3/2014,1652.4
SAFECO,12/3/2014,1868
SAFECO,12/3/2014,1732
SAFECO,12/3/2014,1807
SAFECO,12/3/2014,1743.6
MERCURY,12/4/2014,533
HARTFORD,12/4/2014,763
HARTFORD,12/4/2014,858
HARTFORD,12/4/2014,735
HARTFORD,12/4/2014,863
HARTFORD,12/4/2014,407
HARTFORD,12/4/2014,1427
HARTFORD,12/4/2014,659
HARTFORD,12/4/2014,533
HARTFORD,12/4/2014,264
HARTFORD,12/4/2014,1134
HARTFORD,12/4/2014,531
HARTFORD,12/4/2014,561
HARTFORD,12/4/2014,703
HARTFORD,12/4/2014,228
HARTFORD,12/4/2014,2214
HARTFORD,12/4/2014,787
MERCURY,12/4/2014,781
MERCURY,12/4/2014,2564
21ST,12/4/2014,869.88
21ST,12/4/2014,524.81
21ST,12/4/2014,187.85
21ST,12/4/2014,732.77
21ST,12/4/2014,438
21ST,12/4/2014,488
21ST,12/4/2014,1086.41
21ST,12/4/2014,1421
21ST,12/4/2014,2096.67
21ST,12/4/2014,311.48
21ST,12/4/2014,790.17
21ST,12/4/2014,920.91
21ST,12/4/2014,786.7
21ST,12/4/2014,334.36
21ST,12/4/2014,419.35
21ST,12/4/2014,607.43
21ST,12/4/2014,498.77
21ST,12/4/2014,631.38
21ST,12/4/2014,533.7
21ST,12/4/2014,264
21ST,12/4/2014,810
21ST,12/4/2014,572.44
21ST,12/4/2014,848.31
21ST,12/4/2014,712
21ST,12/4/2014,689
21ST,12/4/2014,107.34
21ST,12/4/2014,489
21ST,12/4/2014,361
21ST,12/4/2014,951
21ST,12/4/2014,488
21ST,12/4/2014,1054.25
21ST,12/4/2014,301.08
21ST,12/4/2014,395.21
21ST,12/4/2014,348.99
21ST,12/4/2014,639.76
21ST,12/4/2014,857
21ST,12/4/2014,628
MERCURY,12/4/2014,1176
MERCURY,12/4/2014,1110
DAIRYLAND,12/4/2014,1038
MERCURY,12/4/2014,933
MERCURY,12/4/2014,594
MERCURY,12/4/2014,1081
MERCURY,12/4/2014,1770
MERCURY,12/4/2014,1844
DAIRYLAND,12/4/2014,382.98
DAIRYLAND,12/4/2014,450
ESURANCE,12/4/2014,1040
PROGRESSIVE,12/4/2014,557.82
PROGRESSIVE,12/4/2014,279.66
PROGRESSIVE,12/4/2014,836
PROGRESSIVE,12/4/2014,895
PROGRESSIVE,12/4/2014,335
PROGRESSIVE,12/4/2014,569
PROGRESSIVE,12/4/2014,740
PROGRESSIVE,12/4/2014,434
PROGRESSIVE,12/4/2014,409
PROGRESSIVE,12/4/2014,370
PROGRESSIVE,12/4/2014,559
PROGRESSIVE,12/4/2014,441
PROGRESSIVE,12/4/2014,609
PROGRESSIVE,12/4/2014,548
PROGRESSIVE,12/4/2014,373
PROGRESSIVE,12/4/2014,962
PROGRESSIVE,12/4/2014,1657
PROGRESSIVE,12/4/2014,785
PROGRESSIVE,12/4/2014,351
PROGRESSIVE,12/4/2014,496
PROGRESSIVE,12/4/2014,286
PROGRESSIVE,12/4/2014,476.5
PROGRESSIVE,12/4/2014,1034.5
PROGRESSIVE,12/4/2014,459
PROGRESSIVE,12/4/2014,352
PROGRESSIVE,12/4/2014,784
PROGRESSIVE,12/4/2014,1071
PROGRESSIVE,12/4/2014,1312
PROGRESSIVE,12/4/2014,1033
PROGRESSIVE,12/4/2014,1159
PROGRESSIVE,12/4/2014,151
PROGRESSIVE,12/4/2014,356
PROGRESSIVE,12/4/2014,1075
PROGRESSIVE,12/4/2014,519
PROGRESSIVE,12/4/2014,467
PROGRESSIVE,12/4/2014,1129
PROGRESSIVE,12/4/2014,1311
PROGRESSIVE,12/4/2014,352
PROGRESSIVE,12/4/2014,182
PROGRESSIVE,12/4/2014,560
PROGRESSIVE,12/4/2014,854
PROGRESSIVE,12/4/2014,387
PROGRESSIVE,12/4/2014,941
PROGRESSIVE,12/4/2014,609
PROGRESSIVE,12/4/2014,747
PROGRESSIVE,12/4/2014,708
PROGRESSIVE,12/4/2014,221
PROGRESSIVE,12/4/2014,1116.5
PROGRESSIVE,12/4/2014,1825
PROGRESSIVE,12/4/2014,296
PROGRESSIVE,12/4/2014,1542
PROGRESSIVE,12/4/2014,582
PROGRESSIVE,12/4/2014,1486
PROGRESSIVE,12/4/2014,164
PROGRESSIVE,12/4/2014,753
PROGRESSIVE,12/4/2014,668
PROGRESSIVE,12/4/2014,432
PROGRESSIVE,12/4/2014,1645
PROGRESSIVE,12/4/2014,346
PROGRESSIVE,12/4/2014,202
PROGRESSIVE,12/4/2014,709
PROGRESSIVE,12/4/2014,370
21ST,12/4/2014,304.4
TRAVELERS,12/4/2014,1768
TRAVELERS,12/4/2014,938
TRAVELERS,12/4/2014,1310
TRAVELERS,12/4/2014,671
TRAVELERS,12/4/2014,743
TRAVELERS,12/4/2014,806
TRAVELERS,12/4/2014,1461
TRAVELERS,12/4/2014,1089
TRAVELERS,12/4/2014,1293
TRAVELERS,12/4/2014,3564
TRAVELERS,12/4/2014,1017
TRAVELERS,12/4/2014,1595
TRAVELERS,12/4/2014,787
TRAVELERS,12/4/2014,5249
TRAVELERS,12/4/2014,1030
TRAVELERS,12/4/2014,1491
TRAVELERS,12/4/2014,3271
TRAVELERS,12/4/2014,1176
TRAVELERS,12/4/2014,1530
TRAVELERS,12/4/2014,1251
TRAVELERS,12/4/2014,701
TRAVELERS,12/4/2014,755
ASI,12/4/2014,1193
THE GENERAL,12/4/2014,1079
FOREMOST,12/4/2014,660
FOREMOST,12/4/2014,691
FOREMOST,12/4/2014,574
FOREMOST,12/4/2014,876
FOREMOST,12/4/2014,661
FOREMOST,12/4/2014,454
FOREMOST,12/4/2014,253
FOREMOST,12/4/2014,444
FOREMOST,12/4/2014,618
FOREMOST,12/4/2014,652
FOREMOST,12/4/2014,816
FOREMOST,12/4/2014,1479
FOREMOST,12/4/2014,469
FOREMOST,12/4/2014,1085
FOREMOST,12/4/2014,835
FOREMOST,12/4/2014,816
FOREMOST,12/4/2014,1117
PLYMOUTH ROCK,12/4/2014,534
PLYMOUTH ROCK,12/4/2014,647
PLYMOUTH ROCK,12/4/2014,753
PLYMOUTH ROCK,12/4/2014,701
PLYMOUTH ROCK,12/4/2014,1038
PLYMOUTH ROCK,12/4/2014,1893
PLYMOUTH ROCK,12/4/2014,458
PLYMOUTH ROCK,12/4/2014,362
PLYMOUTH ROCK,12/4/2014,675
PLYMOUTH ROCK,12/4/2014,720
PLYMOUTH ROCK,12/4/2014,720
THE GENERAL,12/4/2014,517
THE GENERAL,12/4/2014,548
SAFECO,12/4/2014,782
SAFECO,12/4/2014,574
THE GENERAL,12/4/2014,532
THE GENERAL,12/4/2014,1457
THE GENERAL,12/4/2014,1071
THE GENERAL,12/4/2014,2531
THE GENERAL,12/4/2014,2283
THE GENERAL,12/4/2014,886
THE GENERAL,12/4/2014,4260
THE GENERAL,12/4/2014,969
MERCURY,12/4/2014,362
MERCURY,12/4/2014,600
MERCURY,12/4/2014,559
MERCURY,12/4/2014,983
MERCURY,12/4/2014,524
MERCURY,12/4/2014,864
MERCURY,12/4/2014,269
MERCURY,12/4/2014,207
MERCURY,12/4/2014,690
MERCURY,12/4/2014,533
MERCURY,12/4/2014,1941
MERCURY,12/4/2014,246
MERCURY,12/4/2014,399
MERCURY,12/4/2014,510
MERCURY,12/4/2014,544
MERCURY,12/4/2014,313
MERCURY,12/4/2014,380
MERCURY,12/4/2014,89
MERCURY,12/4/2014,642
MERCURY,12/4/2014,1492
MERCURY,12/4/2014,895
MERCURY,12/4/2014,796
MERCURY,12/4/2014,843
MERCURY,12/4/2014,343
MERCURY,12/4/2014,400
MERCURY,12/4/2014,426
MERCURY,12/4/2014,1630
MERCURY,12/4/2014,1690
MERCURY,12/4/2014,612
THE GENERAL,12/4/2014,10590
SAFECO,12/4/2014,4274
SAFECO,12/4/2014,2445.88
SAFECO,12/4/2014,1073.6
SAFECO,12/4/2014,883.7
SAFECO,12/4/2014,1009.1
SAFECO,12/4/2014,1484.4
SAFECO,12/4/2014,523
SAFECO,12/4/2014,1018.3
SAFECO,12/4/2014,828
SAFECO,12/4/2014,295
SAFECO,12/4/2014,2121.5
SAFECO,12/4/2014,2379
SAFECO,12/4/2014,1314.5
SAFECO,12/4/2014,1285.52
SAFECO,12/4/2014,2464.3
SAFECO,12/4/2014,1351.3
SAFECO,12/4/2014,431.7
SAFECO,12/4/2014,725
SAFECO,12/4/2014,2402.4
SAFECO,12/4/2014,1394.2
SAFECO,12/4/2014,1648.9
SAFECO,12/4/2014,948.7
SAFECO,12/4/2014,1417.72
SAFECO,12/4/2014,509.6
SAFECO,12/4/2014,1979.9
SAFECO,12/4/2014,1043.8
SAFECO,12/4/2014,1545.4
SAFECO,12/4/2014,1043.1
SAFECO,12/4/2014,1101
SAFECO,12/4/2014,1738.6
SAFECO,12/4/2014,887.1
SAFECO,12/4/2014,4506.2
SAFECO,12/4/2014,453.8
SAFECO,12/4/2014,977
SAFECO,12/4/2014,1809.3
SAFECO,12/4/2014,1046
SAFECO,12/4/2014,114.97
SAFECO,12/4/2014,1344
SAFECO,12/4/2014,1040
SAFECO,12/4/2014,583.6
SAFECO,12/4/2014,1794.6
SAFECO,12/4/2014,2270.6
SAFECO,12/4/2014,1248.9
SAFECO,12/4/2014,949.1
SAFECO,12/4/2014,1204
PROGRESSIVE,12/4/2014,151
SAFECO,12/4/2014,2778.6
SAFECO,12/4/2014,1281.6
SAFECO,12/4/2014,1578
SAFECO,12/4/2014,1412.2
SAFECO,12/4/2014,3861.7
SAFECO,12/4/2014,1188.7
SAFECO,12/4/2014,1890.4
SAFECO,12/4/2014,270
SAFECO,12/4/2014,1579.5
SAFECO,12/4/2014,3468.8
SAFECO,12/4/2014,768
SAFECO,12/4/2014,717.3
SAFECO,12/4/2014,1197
SAFECO,12/4/2014,1721.6
SAFECO,12/4/2014,1616.5
HARTFORD,12/5/2014,827
HARTFORD,12/5/2014,1565
HARTFORD,12/5/2014,539
HARTFORD,12/5/2014,953
HARTFORD,12/5/2014,1404
HARTFORD,12/5/2014,662
HARTFORD,12/5/2014,1184
HARTFORD,12/5/2014,763
HARTFORD,12/5/2014,802
HARTFORD,12/5/2014,671
MERCURY,12/5/2014,1487.2
21ST,12/5/2014,294
21ST,12/5/2014,517
21ST,12/5/2014,579
21ST,12/5/2014,995.6
21ST,12/5/2014,1027.51
21ST,12/5/2014,456.67
21ST,12/5/2014,702.47
21ST,12/5/2014,562.99
21ST,12/5/2014,956.58
21ST,12/5/2014,974.54
21ST,12/5/2014,1183.37
21ST,12/5/2014,279
21ST,12/5/2014,522
21ST,12/5/2014,309.95
21ST,12/5/2014,1078.07
21ST,12/5/2014,459.15
21ST,12/5/2014,331.54
21ST,12/5/2014,605.55
21ST,12/5/2014,220
21ST,12/5/2014,406.03
21ST,12/5/2014,526.84
21ST,12/5/2014,756.73
21ST,12/5/2014,811
21ST,12/5/2014,207
21ST,12/5/2014,1133.19
21ST,12/5/2014,452
21ST,12/5/2014,428
21ST,12/5/2014,372.45
21ST,12/5/2014,489.56
21ST,12/5/2014,1018
21ST,12/5/2014,1017.99
21ST,12/5/2014,684
21ST,12/5/2014,729.79
21ST,12/5/2014,491.46
21ST,12/5/2014,383.24
21ST,12/5/2014,299.31
21ST,12/5/2014,711.54
21ST,12/5/2014,767.44
21ST,12/5/2014,608.43
21ST,12/5/2014,908.66
21ST,12/5/2014,554
MERCURY,12/5/2014,788
MERCURY,12/5/2014,1076
MERCURY,12/5/2014,730
MERCURY,12/5/2014,1002
MERCURY,12/5/2014,1359
MERCURY,12/5/2014,2063
DAIRYLAND,12/5/2014,390
DAIRYLAND,12/5/2014,468
MERCURY,12/5/2014,985
MERCURY,12/5/2014,712
MERCURY,12/5/2014,1132
MERCURY,12/5/2014,721
MERCURY,12/5/2014,779
MERCURY,12/5/2014,2030
MERCURY,12/5/2014,2048
MERCURY,12/5/2014,1462
MERCURY,12/5/2014,804
MERCURY,12/5/2014,439
MERCURY,12/5/2014,1816
MERCURY,12/5/2014,888
MERCURY,12/5/2014,888
MERCURY,12/5/2014,448
MERCURY,12/5/2014,943
ESURANCE,12/5/2014,686
ESURANCE,12/5/2014,1116
PROGRESSIVE,12/5/2014,769.87
PROGRESSIVE,12/5/2014,952
PROGRESSIVE,12/5/2014,827
PROGRESSIVE,12/5/2014,610
PROGRESSIVE,12/5/2014,495
PROGRESSIVE,12/5/2014,1079
PROGRESSIVE,12/5/2014,1838
PROGRESSIVE,12/5/2014,420
PROGRESSIVE,12/5/2014,326
PROGRESSIVE,12/5/2014,230
PROGRESSIVE,12/5/2014,270
PROGRESSIVE,12/5/2014,740
PROGRESSIVE,12/5/2014,434
PROGRESSIVE,12/5/2014,394.28
PROGRESSIVE,12/5/2014,1509
PROGRESSIVE,12/5/2014,470.57
PROGRESSIVE,12/5/2014,1200
PROGRESSIVE,12/5/2014,786
PROGRESSIVE,12/5/2014,1318
PROGRESSIVE,12/5/2014,651
PROGRESSIVE,12/5/2014,692
PROGRESSIVE,12/5/2014,190
PROGRESSIVE,12/5/2014,1569
PROGRESSIVE,12/5/2014,665
PROGRESSIVE,12/5/2014,335
PROGRESSIVE,12/5/2014,311
PROGRESSIVE,12/5/2014,2042
PROGRESSIVE,12/5/2014,763
PROGRESSIVE,12/5/2014,614
PROGRESSIVE,12/5/2014,431
PROGRESSIVE,12/5/2014,806
PROGRESSIVE,12/5/2014,907
PROGRESSIVE,12/5/2014,308
PROGRESSIVE,12/5/2014,392
PROGRESSIVE,12/5/2014,608
PROGRESSIVE,12/5/2014,474
PROGRESSIVE,12/5/2014,622
PROGRESSIVE,12/5/2014,512
PROGRESSIVE,12/5/2014,433
PROGRESSIVE,12/5/2014,235
PROGRESSIVE,12/5/2014,791
PROGRESSIVE,12/5/2014,748
PROGRESSIVE,12/5/2014,1446
PROGRESSIVE,12/5/2014,1449
PROGRESSIVE,12/5/2014,683
PROGRESSIVE,12/5/2014,842
PROGRESSIVE,12/5/2014,535
PROGRESSIVE,12/5/2014,477
PROGRESSIVE,12/5/2014,1100
PROGRESSIVE,12/5/2014,2625
PROGRESSIVE,12/5/2014,395
PROGRESSIVE,12/5/2014,435
PROGRESSIVE,12/5/2014,470
PROGRESSIVE,12/5/2014,985
PROGRESSIVE,12/5/2014,724
PROGRESSIVE,12/5/2014,732
PROGRESSIVE,12/5/2014,1216
PROGRESSIVE,12/5/2014,182.5
PROGRESSIVE,12/5/2014,474
PROGRESSIVE,12/5/2014,306
PROGRESSIVE,12/5/2014,1012
PROGRESSIVE,12/5/2014,766
PROGRESSIVE,12/5/2014,582
PROGRESSIVE,12/5/2014,965
PROGRESSIVE,12/5/2014,1233
PROGRESSIVE,12/5/2014,1235
TRAVELERS,12/5/2014,755
TRAVELERS,12/5/2014,1828
TRAVELERS,12/5/2014,1113
TRAVELERS,12/5/2014,2254
TRAVELERS,12/5/2014,457
TRAVELERS,12/5/2014,2664
TRAVELERS,12/5/2014,926
TRAVELERS,12/5/2014,675
TRAVELERS,12/5/2014,1064
TRAVELERS,12/5/2014,1040
TRAVELERS,12/5/2014,1075
TRAVELERS,12/5/2014,3109
TRAVELERS,12/5/2014,1568
TRAVELERS,12/5/2014,929
TRAVELERS,12/5/2014,663
TRAVELERS,12/5/2014,570
TRAVELERS,12/5/2014,1557
TRAVELERS,12/5/2014,969
TRAVELERS,12/5/2014,1631
TRAVELERS,12/5/2014,2779
TRAVELERS,12/5/2014,2790
TRAVELERS,12/5/2014,1472
TRAVELERS,12/5/2014,1376
TRAVELERS,12/5/2014,1692
TRAVELERS,12/5/2014,955
TRAVELERS,12/5/2014,472
TRAVELERS,12/5/2014,1696
TRAVELERS,12/5/2014,1353
TRAVELERS,12/5/2014,1463
TRAVELERS,12/5/2014,2053
TRAVELERS,12/5/2014,2059.2
TRAVELERS,12/5/2014,147
TRAVELERS,12/5/2014,1696
TRAVELERS,12/5/2014,742
TRAVELERS,12/5/2014,955
TRAVELERS,12/5/2014,1169
THE GENERAL,12/5/2014,1583
THE GENERAL,12/5/2014,2587
FOREMOST,12/5/2014,430
FOREMOST,12/5/2014,1281
FOREMOST,12/5/2014,372
FOREMOST,12/5/2014,1373
FOREMOST,12/5/2014,554
FOREMOST,12/5/2014,2021
FOREMOST,12/5/2014,876
FOREMOST,12/5/2014,2000
FOREMOST,12/5/2014,742
FOREMOST,12/5/2014,679
FOREMOST,12/5/2014,1299.99
FOREMOST,12/5/2014,679
PLYMOUTH ROCK,12/5/2014,426
PLYMOUTH ROCK,12/5/2014,849
PLYMOUTH ROCK,12/5/2014,844
PLYMOUTH ROCK,12/5/2014,935
PLYMOUTH ROCK,12/5/2014,2319
PLYMOUTH ROCK,12/5/2014,723
PLYMOUTH ROCK,12/5/2014,493
THE GENERAL,12/5/2014,545
THE GENERAL,12/5/2014,742
THE GENERAL,12/5/2014,1541
THE GENERAL,12/5/2014,679
THE GENERAL,12/5/2014,548
THE GENERAL,12/5/2014,752
THE GENERAL,12/5/2014,1149
THE GENERAL,12/5/2014,742
SAFECO,12/5/2014,146
SAFECO,12/5/2014,543
SAFECO,12/5/2014,1252
SAFECO,12/5/2014,405
SAFECO,12/5/2014,191
THE GENERAL,12/5/2014,759
THE GENERAL,12/5/2014,1139
THE GENERAL,12/5/2014,947
THE GENERAL,12/5/2014,1602
THE GENERAL,12/5/2014,327
THE GENERAL,12/5/2014,754
THE GENERAL,12/5/2014,1353
THE GENERAL,12/5/2014,2320
THE GENERAL,12/5/2014,798
THE GENERAL,12/5/2014,1243
MERCURY,12/5/2014,514
MERCURY,12/5/2014,432
MERCURY,12/5/2014,427
MERCURY,12/5/2014,1188
MERCURY,12/5/2014,295
MERCURY,12/5/2014,1060
MERCURY,12/5/2014,1636
MERCURY,12/5/2014,589
MERCURY,12/5/2014,289
MERCURY,12/5/2014,944
MERCURY,12/5/2014,1516
MERCURY,12/5/2014,426
MERCURY,12/5/2014,768
MERCURY,12/5/2014,323
MERCURY,12/5/2014,629
MERCURY,12/5/2014,418
MERCURY,12/5/2014,619
MERCURY,12/5/2014,382
MERCURY,12/5/2014,326
MERCURY,12/5/2014,309
MERCURY,12/5/2014,796
MERCURY,12/5/2014,572
MERCURY,12/5/2014,342
MERCURY,12/5/2014,1032
MERCURY,12/5/2014,494
MERCURY,12/5/2014,190
MERCURY,12/5/2014,542
MERCURY,12/5/2014,343
MERCURY,12/5/2014,2294
MERCURY,12/5/2014,1150
SAFECO,12/5/2014,1208
SAFECO,12/5/2014,738.1
SAFECO,12/5/2014,874.4
SAFECO,12/5/2014,537.8
SAFECO,12/5/2014,1163
SAFECO,12/5/2014,1215
SAFECO,12/5/2014,1656
SAFECO,12/5/2014,1343.1
SAFECO,12/5/2014,855.56
SAFECO,12/5/2014,880
SAFECO,12/5/2014,507.7
SAFECO,12/5/2014,1701.2
SAFECO,12/5/2014,1459.22
SAFECO,12/5/2014,392.3
SAFECO,12/5/2014,750
SAFECO,12/5/2014,996.2
SAFECO,12/5/2014,826.6
SAFECO,12/5/2014,858.7
SAFECO,12/5/2014,875
SAFECO,12/5/2014,446
SAFECO,12/5/2014,1394.9
SAFECO,12/5/2014,743
SAFECO,12/5/2014,452.8
SAFECO,12/5/2014,1360.1
SAFECO,12/5/2014,1843.2
SAFECO,12/5/2014,887.4
SAFECO,12/5/2014,1220
SAFECO,12/5/2014,2389.3
SAFECO,12/5/2014,516
SAFECO,12/5/2014,1589.1
SAFECO,12/5/2014,1176.7
SAFECO,12/5/2014,1098
SAFECO,12/5/2014,1886.4
SAFECO,12/5/2014,587.3
SAFECO,12/5/2014,2092
SAFECO,12/5/2014,1291.7
SAFECO,12/5/2014,425.4
SAFECO,12/5/2014,2582.5
SAFECO,12/5/2014,1291.76
SAFECO,12/5/2014,1211
SAFECO,12/5/2014,2849.3
SAFECO,12/5/2014,478.7
SAFECO,12/5/2014,1626.2
SAFECO,12/5/2014,1329.3
SAFECO,12/5/2014,718.7
SAFECO,12/5/2014,1240
SAFECO,12/5/2014,1602.7
SAFECO,12/5/2014,1159.2
SAFECO,12/5/2014,1102.26
SAFECO,12/5/2014,3004.9
SAFECO,12/5/2014,1376.6
SAFECO,12/5/2014,1419.1
SAFECO,12/5/2014,1311
SAFECO,12/5/2014,967.4
SAFECO,12/5/2014,1181.4
SAFECO,12/5/2014,1395
SAFECO,12/5/2014,1773
SAFECO,12/5/2014,587.9
SAFECO,12/5/2014,786.06
SAFECO,12/5/2014,1484.7
SAFECO,12/5/2014,1146.1
SAFECO,12/5/2014,1142.5
SAFECO,12/5/2014,1539.49
SAFECO,12/5/2014,2932
SAFECO,12/5/2014,409
SAFECO,12/5/2014,652.9
SAFECO,12/5/2014,836.6
SAFECO,12/5/2014,617
SAFECO,12/5/2014,1089.9
SAFECO,12/5/2014,3393.6
SAFECO,12/5/2014,185
SAFECO,12/5/2014,1124
SAFECO,12/5/2014,2027
SAFECO,12/5/2014,1637.1
SAFECO,12/5/2014,579.4
SAFECO,12/5/2014,4817
SAFECO,12/5/2014,1066.1
SAFECO,12/5/2014,1345.6
SAFECO,12/5/2014,1680
SAFECO,12/5/2014,1130
SAFECO,12/5/2014,1003
SAFECO,12/5/2014,1152
SAFECO,12/5/2014,787.1
SAFECO,12/5/2014,2025.9
21ST,12/6/2014,569.54
21ST,12/6/2014,280.53
PROGRESSIVE,12/6/2014,771
PROGRESSIVE,12/6/2014,249
PROGRESSIVE,12/6/2014,882
PROGRESSIVE,12/6/2014,9940
PROGRESSIVE,12/6/2014,719.94
TRAVELERS,12/6/2014,1267
TRAVELERS,12/6/2014,882
TRAVELERS,12/6/2014,1382
TRAVELERS,12/6/2014,1233
TRAVELERS,12/6/2014,2502
PLYMOUTH ROCK,12/6/2014,868
MERCURY,12/6/2014,322
SAFECO,12/6/2014,1217
SAFECO,12/6/2014,1066
SAFECO,12/6/2014,969.4
SAFECO,12/6/2014,2252.6
SAFECO,12/6/2014,599.4
SAFECO,12/6/2014,2547.2
HARTFORD,12/8/2014,825
HARTFORD,12/8/2014,646
HARTFORD,12/8/2014,645
HARTFORD,12/8/2014,629
HARTFORD,12/8/2014,1847
HARTFORD,12/8/2014,569
HARTFORD,12/8/2014,853
HARTFORD,12/8/2014,519
HARTFORD,12/8/2014,757
HARTFORD,12/8/2014,882
HARTFORD,12/8/2014,1331
HARTFORD,12/8/2014,387
HARTFORD,12/8/2014,1239
HARTFORD,12/8/2014,812.94
HARTFORD,12/8/2014,231
HARTFORD,12/8/2014,361
HARTFORD,12/8/2014,1037
21ST,12/8/2014,295.02
21ST,12/8/2014,511.99
21ST,12/8/2014,773
21ST,12/8/2014,1122.5
21ST,12/8/2014,364.7
21ST,12/8/2014,675
21ST,12/8/2014,459.49
21ST,12/8/2014,555.79
21ST,12/8/2014,995.15
21ST,12/8/2014,503
21ST,12/8/2014,36
21ST,12/8/2014,1470
21ST,12/8/2014,534.14
21ST,12/8/2014,366
21ST,12/8/2014,217.97
21ST,12/8/2014,220.62
21ST,12/8/2014,698.67
21ST,12/8/2014,354.38
21ST,12/8/2014,320.89
21ST,12/8/2014,914
21ST,12/8/2014,618.63
21ST,12/8/2014,1328.44
21ST,12/8/2014,115
21ST,12/8/2014,259
21ST,12/8/2014,1565
21ST,12/8/2014,722
21ST,12/8/2014,560.11
21ST,12/8/2014,740.17
21ST,12/8/2014,802.72
21ST,12/8/2014,829
MERCURY,12/8/2014,1163
MERCURY,12/8/2014,1517
MERCURY,12/8/2014,607
MERCURY,12/8/2014,1353
MERCURY,12/8/2014,619
MERCURY,12/8/2014,983
MERCURY,12/8/2014,1322
MERCURY,12/8/2014,594
MERCURY,12/8/2014,641
MERCURY,12/8/2014,1700
MERCURY,12/8/2014,901
MERCURY,12/8/2014,1729
MERCURY,12/8/2014,1301
MERCURY,12/8/2014,1938
ESURANCE,12/8/2014,554
ESURANCE,12/8/2014,941
ESURANCE,12/8/2014,1242
ESURANCE,12/8/2014,326
ESURANCE,12/8/2014,318
PROGRESSIVE,12/8/2014,446
PROGRESSIVE,12/8/2014,297.47
PROGRESSIVE,12/8/2014,788
PROGRESSIVE,12/8/2014,820
PROGRESSIVE,12/8/2014,1265
PROGRESSIVE,12/8/2014,240
PROGRESSIVE,12/8/2014,187.5
PROGRESSIVE,12/8/2014,590
PROGRESSIVE,12/8/2014,867
PROGRESSIVE,12/8/2014,1130.5
PROGRESSIVE,12/8/2014,966
