carrier,date, premium 
TRAVELERS,12/11/2014,1784
TRAVELERS,12/11/2014,3268
TRAVELERS,12/11/2014,1763
TRAVELERS,12/11/2014,1563
TRAVELERS,12/11/2014,1229
TRAVELERS,12/11/2014,761
TRAVELERS,12/11/2014,1334.64
TRAVELERS,12/11/2014,777
TRAVELERS,12/11/2014,651
TRAVELERS,12/11/2014,2795
TRAVELERS,12/11/2014,1969
TRAVELERS,12/11/2014,962
THE GENERAL,12/11/2014,389.75
THE GENERAL,12/11/2014,3948
FOREMOST,12/11/2014,847
FOREMOST,12/11/2014,283
FOREMOST,12/11/2014,169
FOREMOST,12/11/2014,1056
FOREMOST,12/11/2014,2247
FOREMOST,12/11/2014,442
FOREMOST,12/11/2014,352
FOREMOST,12/11/2014,382
FOREMOST,12/11/2014,849
FOREMOST,12/11/2014,645
FOREMOST,12/11/2014,1581
FOREMOST,12/11/2014,1399
FOREMOST,12/11/2014,406
FOREMOST,12/11/2014,424
FOREMOST,12/11/2014,1282
FOREMOST,12/11/2014,1439
FOREMOST,12/11/2014,804
FOREMOST,12/11/2014,1970
FOREMOST,12/11/2014,808
FOREMOST,12/11/2014,515
FOREMOST,12/11/2014,832
PLYMOUTH ROCK,12/11/2014,1975
PLYMOUTH ROCK,12/11/2014,1934
PLYMOUTH ROCK,12/11/2014,2326
PLYMOUTH ROCK,12/11/2014,1791
PLYMOUTH ROCK,12/11/2014,826
PLYMOUTH ROCK,12/11/2014,564
PLYMOUTH ROCK,12/11/2014,535
PLYMOUTH ROCK,12/11/2014,586
PLYMOUTH ROCK,12/11/2014,474
PLYMOUTH ROCK,12/11/2014,2075
PLYMOUTH ROCK,12/11/2014,831
PLYMOUTH ROCK,12/11/2014,1029
THE GENERAL,12/11/2014,1360
THE GENERAL,12/11/2014,586
THE GENERAL,12/11/2014,2582
THE GENERAL,12/11/2014,1927
THE GENERAL,12/11/2014,905
THE GENERAL,12/11/2014,2094
SAFECO,12/11/2014,122
SAFECO,12/11/2014,1636
SAFECO,12/11/2014,227
SAFECO,12/11/2014,709
SAFECO,12/11/2014,1270
THE GENERAL,12/11/2014,2964
THE GENERAL,12/11/2014,2187
THE GENERAL,12/11/2014,1442
THE GENERAL,12/11/2014,2582
MERCURY,12/11/2014,358
MERCURY,12/11/2014,202
MERCURY,12/11/2014,414
MERCURY,12/11/2014,535
MERCURY,12/11/2014,208
MERCURY,12/11/2014,634
MERCURY,12/11/2014,1170
MERCURY,12/11/2014,1504
MERCURY,12/11/2014,675
MERCURY,12/11/2014,481
MERCURY,12/11/2014,248
MERCURY,12/11/2014,443
MERCURY,12/11/2014,363.04
MERCURY,12/11/2014,510
MERCURY,12/11/2014,366
MERCURY,12/11/2014,550
MERCURY,12/11/2014,280
MERCURY,12/11/2014,2057
MERCURY,12/11/2014,1170
MERCURY,12/11/2014,1644
MERCURY,12/11/2014,630
MERCURY,12/11/2014,415
MERCURY,12/11/2014,217
MERCURY,12/11/2014,943
MERCURY,12/11/2014,918
THE GENERAL,12/11/2014,1185
THE GENERAL,12/11/2014,4132
SAFECO,12/11/2014,1202
SAFECO,12/11/2014,927.6
SAFECO,12/11/2014,1540.1
SAFECO,12/11/2014,470.6
SAFECO,12/11/2014,851.2
SAFECO,12/11/2014,759.9
SAFECO,12/11/2014,1378.7
SAFECO,12/11/2014,1064
SAFECO,12/11/2014,2450
SAFECO,12/11/2014,2566.64
SAFECO,12/11/2014,2723
SAFECO,12/11/2014,846.43
SAFECO,12/11/2014,1390.9
SAFECO,12/11/2014,935
SAFECO,12/11/2014,1427.2
SAFECO,12/11/2014,124
SAFECO,12/11/2014,1863.1
SAFECO,12/11/2014,4432.3
SAFECO,12/11/2014,1114.5
SAFECO,12/11/2014,1265
SAFECO,12/11/2014,1236.6
SAFECO,12/11/2014,3881.33
SAFECO,12/11/2014,1122.8
SAFECO,12/11/2014,1592.4
SAFECO,12/11/2014,1770
SAFECO,12/11/2014,1623.5
SAFECO,12/11/2014,1880.7
SAFECO,12/11/2014,558.6
SAFECO,12/11/2014,672.6
SAFECO,12/11/2014,814.2
SAFECO,12/11/2014,897
SAFECO,12/11/2014,708
SAFECO,12/11/2014,207
SAFECO,12/11/2014,1461
SAFECO,12/11/2014,1605.1
SAFECO,12/11/2014,2265.8
SAFECO,12/11/2014,2288
SAFECO,12/11/2014,448
SAFECO,12/11/2014,1777
SAFECO,12/11/2014,1769
SAFECO,12/11/2014,2843.88
SAFECO,12/11/2014,1927
SAFECO,12/11/2014,1139
SAFECO,12/11/2014,2207
SAFECO,12/11/2014,6994.1
SAFECO,12/11/2014,807
SAFECO,12/11/2014,608
SAFECO,12/11/2014,635.9
SAFECO,12/11/2014,1074.1
SAFECO,12/11/2014,1818.5
SAFECO,12/11/2014,1365.3
SAFECO,12/11/2014,2021.2
HARTFORD,12/12/2014,965
HARTFORD,12/12/2014,760
HARTFORD,12/12/2014,1579
HARTFORD,12/12/2014,365
HARTFORD,12/12/2014,1152
HARTFORD,12/12/2014,781
HARTFORD,12/12/2014,334
HARTFORD,12/12/2014,595
HARTFORD,12/12/2014,689
HARTFORD,12/12/2014,1285.5
HARTFORD,12/12/2014,1680
HARTFORD,12/12/2014,1984
HARTFORD,12/12/2014,683
HARTFORD,12/12/2014,583
HARTFORD,12/12/2014,707
HARTFORD,12/12/2014,465
HARTFORD,12/12/2014,3654
HARTFORD,12/12/2014,459
HARTFORD,12/12/2014,450
HARTFORD,12/12/2014,1595
MERCURY,12/12/2014,1000
MERCURY,12/12/2014,1436
MERCURY,12/12/2014,2216.44
21ST,12/12/2014,406
21ST,12/12/2014,457
21ST,12/12/2014,440.43
21ST,12/12/2014,411.38
21ST,12/12/2014,281.91
21ST,12/12/2014,453.64
21ST,12/12/2014,989
21ST,12/12/2014,656.98
21ST,12/12/2014,1967.2
21ST,12/12/2014,821
21ST,12/12/2014,726.62
21ST,12/12/2014,213.06
21ST,12/12/2014,481.05
21ST,12/12/2014,497.68
21ST,12/12/2014,579.17
21ST,12/12/2014,760.61
21ST,12/12/2014,401.1
21ST,12/12/2014,534
21ST,12/12/2014,409.19
21ST,12/12/2014,914.89
21ST,12/12/2014,1305.08
21ST,12/12/2014,652.33
21ST,12/12/2014,912.64
21ST,12/12/2014,188
21ST,12/12/2014,205.54
21ST,12/12/2014,1640.28
21ST,12/12/2014,1091
21ST,12/12/2014,583.7
21ST,12/12/2014,1506
21ST,12/12/2014,804.12
21ST,12/12/2014,632.18
21ST,12/12/2014,274.79
21ST,12/12/2014,526.77
21ST,12/12/2014,183.04
21ST,12/12/2014,595.18
21ST,12/12/2014,444.38
21ST,12/12/2014,742
21ST,12/12/2014,241.32
21ST,12/12/2014,488
MERCURY,12/12/2014,545
MERCURY,12/12/2014,1154
MERCURY,12/12/2014,1127
MERCURY,12/12/2014,1605
MERCURY,12/12/2014,1305
MERCURY,12/12/2014,2360
MERCURY,12/12/2014,498
MERCURY,12/12/2014,1767
MERCURY,12/12/2014,459
DAIRYLAND,12/12/2014,846
MERCURY,12/12/2014,1245
MERCURY,12/12/2014,1000
MERCURY,12/12/2014,938
MERCURY,12/12/2014,440
MERCURY,12/12/2014,690
MERCURY,12/12/2014,871
MERCURY,12/12/2014,1334
MERCURY,12/12/2014,308
MERCURY,12/12/2014,1480
MERCURY,12/12/2014,1351
DAIRYLAND,12/12/2014,920.94
ESURANCE,12/12/2014,745
PROGRESSIVE,12/12/2014,973
PROGRESSIVE,12/12/2014,845
PROGRESSIVE,12/12/2014,1029
PROGRESSIVE,12/12/2014,660
PROGRESSIVE,12/12/2014,578
PROGRESSIVE,12/12/2014,336
PROGRESSIVE,12/12/2014,2236
PROGRESSIVE,12/12/2014,1366
PROGRESSIVE,12/12/2014,908
PROGRESSIVE,12/12/2014,592
PROGRESSIVE,12/12/2014,353
PROGRESSIVE,12/12/2014,315
PROGRESSIVE,12/12/2014,657
PROGRESSIVE,12/12/2014,1310
PROGRESSIVE,12/12/2014,292
PROGRESSIVE,12/12/2014,724
PROGRESSIVE,12/12/2014,1041
PROGRESSIVE,12/12/2014,455
PROGRESSIVE,12/12/2014,397
PROGRESSIVE,12/12/2014,480
PROGRESSIVE,12/12/2014,673.02
PROGRESSIVE,12/12/2014,454
PROGRESSIVE,12/12/2014,1236.77
PROGRESSIVE,12/12/2014,1319
PROGRESSIVE,12/12/2014,486
PROGRESSIVE,12/12/2014,571
PROGRESSIVE,12/12/2014,258
PROGRESSIVE,12/12/2014,288
PROGRESSIVE,12/12/2014,130
PROGRESSIVE,12/12/2014,1429
PROGRESSIVE,12/12/2014,1402
PROGRESSIVE,12/12/2014,1719
PROGRESSIVE,12/12/2014,422
PROGRESSIVE,12/12/2014,536
PROGRESSIVE,12/12/2014,1700
PROGRESSIVE,12/12/2014,520
PROGRESSIVE,12/12/2014,300
PROGRESSIVE,12/12/2014,1587
PROGRESSIVE,12/12/2014,246
PROGRESSIVE,12/12/2014,369
PROGRESSIVE,12/12/2014,1185
PROGRESSIVE,12/12/2014,592
PROGRESSIVE,12/12/2014,953
PROGRESSIVE,12/12/2014,953
PROGRESSIVE,12/12/2014,567
PROGRESSIVE,12/12/2014,1157
PROGRESSIVE,12/12/2014,985
PROGRESSIVE,12/12/2014,260
PROGRESSIVE,12/12/2014,647
PROGRESSIVE,12/12/2014,665
PROGRESSIVE,12/12/2014,1523
PROGRESSIVE,12/12/2014,544
PROGRESSIVE,12/12/2014,443.5
TRAVELERS,12/12/2014,1839
TRAVELERS,12/12/2014,2347
TRAVELERS,12/12/2014,3866
TRAVELERS,12/12/2014,2914
TRAVELERS,12/12/2014,1134
TRAVELERS,12/12/2014,4758
TRAVELERS,12/12/2014,1134
TRAVELERS,12/12/2014,6214
TRAVELERS,12/12/2014,479.5
TRAVELERS,12/12/2014,2903
TRAVELERS,12/12/2014,1861
TRAVELERS,12/12/2014,1319
TRAVELERS,12/12/2014,286
TRAVELERS,12/12/2014,2880
TRAVELERS,12/12/2014,1309
TRAVELERS,12/12/2014,1546
TRAVELERS,12/12/2014,1433
TRAVELERS,12/12/2014,1484
TRAVELERS,12/12/2014,1185
TRAVELERS,12/12/2014,653
TRAVELERS,12/12/2014,1224
TRAVELERS,12/12/2014,1405
TRAVELERS,12/12/2014,1137
TRAVELERS,12/12/2014,1267
TRAVELERS,12/12/2014,481
TRAVELERS,12/12/2014,361
TRAVELERS,12/12/2014,758
TRAVELERS,12/12/2014,2414
FOREMOST,12/12/2014,530
FOREMOST,12/12/2014,1864
FOREMOST,12/12/2014,350
FOREMOST,12/12/2014,505
FOREMOST,12/12/2014,961
FOREMOST,12/12/2014,186
FOREMOST,12/12/2014,593
FOREMOST,12/12/2014,532
FOREMOST,12/12/2014,1344
FOREMOST,12/12/2014,315
FOREMOST,12/12/2014,460
FOREMOST,12/12/2014,993
FOREMOST,12/12/2014,887
FOREMOST,12/12/2014,378
FOREMOST,12/12/2014,495
FOREMOST,12/12/2014,561
THE GENERAL,12/12/2014,1254
PLYMOUTH ROCK,12/12/2014,1204
PLYMOUTH ROCK,12/12/2014,648
PLYMOUTH ROCK,12/12/2014,596
PLYMOUTH ROCK,12/12/2014,578
PLYMOUTH ROCK,12/12/2014,941
PLYMOUTH ROCK,12/12/2014,367
PLYMOUTH ROCK,12/12/2014,459
PLYMOUTH ROCK,12/12/2014,817
PLYMOUTH ROCK,12/12/2014,922
PLYMOUTH ROCK,12/12/2014,1171
PLYMOUTH ROCK,12/12/2014,1524
PLYMOUTH ROCK,12/12/2014,1004
PLYMOUTH ROCK,12/12/2014,624
PLYMOUTH ROCK,12/12/2014,930
THE GENERAL,12/12/2014,4198
THE GENERAL,12/12/2014,1897
THE GENERAL,12/12/2014,1728
THE GENERAL,12/12/2014,469
SAFECO,12/12/2014,871
SAFECO,12/12/2014,1676
SAFECO,12/12/2014,846
SAFECO,12/12/2014,300
THE GENERAL,12/12/2014,2741
THE GENERAL,12/12/2014,1179
THE GENERAL,12/12/2014,1033
THE GENERAL,12/12/2014,1116
THE GENERAL,12/12/2014,869
THE GENERAL,12/12/2014,933
THE GENERAL,12/12/2014,496
THE GENERAL,12/12/2014,911
THE GENERAL,12/12/2014,513
THE GENERAL,12/12/2014,717
MERCURY,12/12/2014,542
MERCURY,12/12/2014,1052
MERCURY,12/12/2014,1059
MERCURY,12/12/2014,599
MERCURY,12/12/2014,694
MERCURY,12/12/2014,532
MERCURY,12/12/2014,804.04
MERCURY,12/12/2014,832
MERCURY,12/12/2014,570
MERCURY,12/12/2014,948
MERCURY,12/12/2014,499
MERCURY,12/12/2014,247
MERCURY,12/12/2014,1711
MERCURY,12/12/2014,407
MERCURY,12/12/2014,510
MERCURY,12/12/2014,1832
MERCURY,12/12/2014,369
MERCURY,12/12/2014,377
MERCURY,12/12/2014,587
MERCURY,12/12/2014,228
MERCURY,12/12/2014,965
MERCURY,12/12/2014,1144
MERCURY,12/12/2014,430
MERCURY,12/12/2014,1324
MERCURY,12/12/2014,548
MERCURY,12/12/2014,660
MERCURY,12/12/2014,798
MERCURY,12/12/2014,662
MERCURY,12/12/2014,493
MERCURY,12/12/2014,1182
MERCURY,12/12/2014,1984
MERCURY,12/12/2014,400
MERCURY,12/12/2014,409
MERCURY,12/12/2014,917
MERCURY,12/12/2014,464
MERCURY,12/12/2014,626
MERCURY,12/12/2014,501
MERCURY,12/12/2014,1372
MERCURY,12/12/2014,307
MERCURY,12/12/2014,818
MERCURY,12/12/2014,418
MERCURY,12/12/2014,1322
ASI,12/12/2014,626
ASI,12/12/2014,902
SAFECO,12/12/2014,1574
SAFECO,12/12/2014,1189.9
SAFECO,12/12/2014,2546.1
SAFECO,12/12/2014,160.37
SAFECO,12/12/2014,1853.8
SAFECO,12/12/2014,1590
SAFECO,12/12/2014,918.7
SAFECO,12/12/2014,1282.24
SAFECO,12/12/2014,1021.59
SAFECO,12/12/2014,818.5
SAFECO,12/12/2014,790.8
SAFECO,12/12/2014,2900
SAFECO,12/12/2014,1142.7
SAFECO,12/12/2014,663.5
SAFECO,12/12/2014,1191.1
SAFECO,12/12/2014,549.96
SAFECO,12/12/2014,712.1
SAFECO,12/12/2014,632.8
SAFECO,12/12/2014,3197.4
SAFECO,12/12/2014,1070.9
SAFECO,12/12/2014,1250.37
SAFECO,12/12/2014,2066
SAFECO,12/12/2014,858.94
SAFECO,12/12/2014,871
SAFECO,12/12/2014,1788.3
SAFECO,12/12/2014,3193
SAFECO,12/12/2014,1530
SAFECO,12/12/2014,1363.65
SAFECO,12/12/2014,1061
SAFECO,12/12/2014,903
SAFECO,12/12/2014,1224.4
SAFECO,12/12/2014,799.1
SAFECO,12/12/2014,94.48
SAFECO,12/12/2014,1423.4
SAFECO,12/12/2014,1160
SAFECO,12/12/2014,826.6
SAFECO,12/12/2014,2940.6
SAFECO,12/12/2014,1111.4
SAFECO,12/12/2014,886
SAFECO,12/12/2014,2152
SAFECO,12/12/2014,249
SAFECO,12/12/2014,1260.4
SAFECO,12/12/2014,1237.8
SAFECO,12/12/2014,527.3
SAFECO,12/12/2014,1945.3
SAFECO,12/12/2014,1030.9
SAFECO,12/12/2014,1518.2
SAFECO,12/12/2014,1489
SAFECO,12/12/2014,1381
SAFECO,12/12/2014,2110.4
SAFECO,12/12/2014,1711.7
SAFECO,12/12/2014,2458.8
SAFECO,12/12/2014,1600.9
SAFECO,12/12/2014,719
SAFECO,12/12/2014,1263.01
SAFECO,12/12/2014,1256
SAFECO,12/12/2014,1902.04
SAFECO,12/12/2014,1614.5
SAFECO,12/12/2014,1157.6
SAFECO,12/12/2014,1226
SAFECO,12/12/2014,1508.2
SAFECO,12/12/2014,1358
SAFECO,12/12/2014,1361.4
SAFECO,12/12/2014,642.96
SAFECO,12/12/2014,1168
SAFECO,12/12/2014,1292
SAFECO,12/12/2014,1356
SAFECO,12/12/2014,1017.5
SAFECO,12/12/2014,2889.1
SAFECO,12/12/2014,1404
SAFECO,12/12/2014,862.44
SAFECO,12/12/2014,1151
SAFECO,12/12/2014,995.4
SAFECO,12/12/2014,1634.6
SAFECO,12/12/2014,2807.6
SAFECO,12/12/2014,150
SAFECO,12/12/2014,947
HARTFORD,12/13/2014,378
HARTFORD,12/13/2014,769
HARTFORD,12/13/2014,932
HARTFORD,12/13/2014,580
21ST,12/13/2014,730
21ST,12/13/2014,500
21ST,12/13/2014,595.09
21ST,12/13/2014,387.44
21ST,12/13/2014,391
21ST,12/13/2014,790.04
21ST,12/13/2014,600.45
21ST,12/13/2014,472
21ST,12/13/2014,1086
MERCURY,12/13/2014,1280
MERCURY,12/13/2014,1240
MERCURY,12/13/2014,1167
MERCURY,12/13/2014,1200
MERCURY,12/13/2014,475
MERCURY,12/13/2014,667
DAIRYLAND,12/13/2014,626.15
ESURANCE,12/13/2014,452
PROGRESSIVE,12/13/2014,1328
PROGRESSIVE,12/13/2014,792
PROGRESSIVE,12/13/2014,544
PROGRESSIVE,12/13/2014,384
PROGRESSIVE,12/13/2014,576
PROGRESSIVE,12/13/2014,410
PROGRESSIVE,12/13/2014,2308
PROGRESSIVE,12/13/2014,498
PROGRESSIVE,12/13/2014,1026
PROGRESSIVE,12/13/2014,567
PROGRESSIVE,12/13/2014,353
PROGRESSIVE,12/13/2014,295
PROGRESSIVE,12/13/2014,1076
PROGRESSIVE,12/13/2014,850
PROGRESSIVE,12/13/2014,1042
TRAVELERS,12/13/2014,1305
TRAVELERS,12/13/2014,334
TRAVELERS,12/13/2014,1070
TRAVELERS,12/13/2014,750
TRAVELERS,12/13/2014,2095
TRAVELERS,12/13/2014,2474
THE GENERAL,12/13/2014,3142
FOREMOST,12/13/2014,686
FOREMOST,12/13/2014,1502
PLYMOUTH ROCK,12/13/2014,654
SAFECO,12/13/2014,156
SAFECO,12/13/2014,530
THE GENERAL,12/13/2014,2289
THE GENERAL,12/13/2014,557
MERCURY,12/13/2014,345
MERCURY,12/13/2014,458
MERCURY,12/13/2014,555
MERCURY,12/13/2014,488
MERCURY,12/13/2014,601
MERCURY,12/13/2014,1138
MERCURY,12/13/2014,417
MERCURY,12/13/2014,346
MERCURY,12/13/2014,167
SAFECO,12/13/2014,936
SAFECO,12/13/2014,726
SAFECO,12/13/2014,932
SAFECO,12/13/2014,1382.5
SAFECO,12/13/2014,563.96
SAFECO,12/13/2014,549
SAFECO,12/13/2014,1906.5
SAFECO,12/13/2014,1050
SAFECO,12/13/2014,963.2
SAFECO,12/13/2014,721.3
SAFECO,12/13/2014,844.3
SAFECO,12/13/2014,1205.3
SAFECO,12/13/2014,1297
SAFECO,12/13/2014,998
SAFECO,12/13/2014,1526.3
HARTFORD,12/15/2014,1070
HARTFORD,12/15/2014,507
HARTFORD,12/15/2014,1111
HARTFORD,12/15/2014,631
HARTFORD,12/15/2014,849
HARTFORD,12/15/2014,832
HARTFORD,12/15/2014,719
HARTFORD,12/15/2014,102.4
HARTFORD,12/15/2014,525
HARTFORD,12/15/2014,734.11
HARTFORD,12/15/2014,558
HARTFORD,12/15/2014,479
HARTFORD,12/15/2014,1136
HARTFORD,12/15/2014,889
HARTFORD,12/15/2014,602
HARTFORD,12/15/2014,872
HARTFORD,12/15/2014,834
HARTFORD,12/15/2014,100
HARTFORD,12/15/2014,660
MERCURY,12/15/2014,1671.45
MERCURY,12/15/2014,3247
MERCURY,12/15/2014,1118
PROGRESSIVE,12/15/2014,793
21ST,12/15/2014,733.2
21ST,12/15/2014,215.34
21ST,12/15/2014,600
21ST,12/15/2014,597
21ST,12/15/2014,590
21ST,12/15/2014,850
21ST,12/15/2014,939
21ST,12/15/2014,1123.96
21ST,12/15/2014,669.1
21ST,12/15/2014,251.73
21ST,12/15/2014,893
21ST,12/15/2014,380
21ST,12/15/2014,231.19
21ST,12/15/2014,428
21ST,12/15/2014,432
21ST,12/15/2014,562
21ST,12/15/2014,141
21ST,12/15/2014,279.35
21ST,12/15/2014,1676.83
21ST,12/15/2014,318.5
21ST,12/15/2014,947.64
21ST,12/15/2014,407
21ST,12/15/2014,782.1
21ST,12/15/2014,1538.25
21ST,12/15/2014,739
21ST,12/15/2014,315
21ST,12/15/2014,613.22
21ST,12/15/2014,471.54
21ST,12/15/2014,333.55
21ST,12/15/2014,273
MERCURY,12/15/2014,2296
MERCURY,12/15/2014,355
MERCURY,12/15/2014,1658
MERCURY,12/15/2014,1925
MERCURY,12/15/2014,1362
MERCURY,12/15/2014,988
MERCURY,12/15/2014,841
DAIRYLAND,12/15/2014,246
DAIRYLAND,12/15/2014,441.73
DAIRYLAND,12/15/2014,654
MERCURY,12/15/2014,681
MERCURY,12/15/2014,860
MERCURY,12/15/2014,824
MERCURY,12/15/2014,1119
MERCURY,12/15/2014,1987
MERCURY,12/15/2014,2048
MERCURY,12/15/2014,1001
MERCURY,12/15/2014,855
DAIRYLAND,12/15/2014,606.84
PROGRESSIVE,12/15/2014,750
PROGRESSIVE,12/15/2014,546
PROGRESSIVE,12/15/2014,313
PROGRESSIVE,12/15/2014,2002
PROGRESSIVE,12/15/2014,488
PROGRESSIVE,12/15/2014,609.33
PROGRESSIVE,12/15/2014,564
PROGRESSIVE,12/15/2014,558
PROGRESSIVE,12/15/2014,306
PROGRESSIVE,12/15/2014,799
PROGRESSIVE,12/15/2014,283.25
PROGRESSIVE,12/15/2014,226
PROGRESSIVE,12/15/2014,826
PROGRESSIVE,12/15/2014,512
PROGRESSIVE,12/15/2014,537
PROGRESSIVE,12/15/2014,1035
PROGRESSIVE,12/15/2014,355
PROGRESSIVE,12/15/2014,887
PROGRESSIVE,12/15/2014,221
PROGRESSIVE,12/15/2014,506.5
PROGRESSIVE,12/15/2014,422
PROGRESSIVE,12/15/2014,812
PROGRESSIVE,12/15/2014,779
PROGRESSIVE,12/15/2014,369
PROGRESSIVE,12/15/2014,284
PROGRESSIVE,12/15/2014,820
PROGRESSIVE,12/15/2014,1500
PROGRESSIVE,12/15/2014,300
PROGRESSIVE,12/15/2014,898
PROGRESSIVE,12/15/2014,510
PROGRESSIVE,12/15/2014,533
PROGRESSIVE,12/15/2014,1058.79
PROGRESSIVE,12/15/2014,198
PROGRESSIVE,12/15/2014,855
PROGRESSIVE,12/15/2014,1759
PROGRESSIVE,12/15/2014,289
PROGRESSIVE,12/15/2014,740
PROGRESSIVE,12/15/2014,844
PROGRESSIVE,12/15/2014,339
PROGRESSIVE,12/15/2014,597
PROGRESSIVE,12/15/2014,328
PROGRESSIVE,12/15/2014,409
PROGRESSIVE,12/15/2014,2036
PROGRESSIVE,12/15/2014,1849
PROGRESSIVE,12/15/2014,1000
PROGRESSIVE,12/15/2014,832
PROGRESSIVE,12/15/2014,748
PROGRESSIVE,12/15/2014,626
PROGRESSIVE,12/15/2014,445
PROGRESSIVE,12/15/2014,838
PROGRESSIVE,12/15/2014,284
PROGRESSIVE,12/15/2014,341
PROGRESSIVE,12/15/2014,1241
PROGRESSIVE,12/15/2014,401.08
TRAVELERS,12/15/2014,2135
TRAVELERS,12/15/2014,1492
TRAVELERS,12/15/2014,294
TRAVELERS,12/15/2014,567
TRAVELERS,12/15/2014,595
TRAVELERS,12/15/2014,881
TRAVELERS,12/15/2014,1271
TRAVELERS,12/15/2014,1214
TRAVELERS,12/15/2014,125
TRAVELERS,12/15/2014,1428
TRAVELERS,12/15/2014,2237
TRAVELERS,12/15/2014,384
TRAVELERS,12/15/2014,872
TRAVELERS,12/15/2014,1395
TRAVELERS,12/15/2014,928
TRAVELERS,12/15/2014,437
TRAVELERS,12/15/2014,1328
TRAVELERS,12/15/2014,1431
TRAVELERS,12/15/2014,724
TRAVELERS,12/15/2014,3730
TRAVELERS,12/15/2014,1336
TRAVELERS,12/15/2014,808
TRAVELERS,12/15/2014,1065
THE GENERAL,12/15/2014,571
FOREMOST,12/15/2014,1436
FOREMOST,12/15/2014,514
FOREMOST,12/15/2014,314
FOREMOST,12/15/2014,1243
FOREMOST,12/15/2014,1349
FOREMOST,12/15/2014,229
FOREMOST,12/15/2014,495
FOREMOST,12/15/2014,818
MERCURY,12/15/2014,982
FOREMOST,12/15/2014,384
FOREMOST,12/15/2014,430
FOREMOST,12/15/2014,1517
FOREMOST,12/15/2014,619
FOREMOST,12/15/2014,459
FOREMOST,12/15/2014,541
FOREMOST,12/15/2014,529
FOREMOST,12/15/2014,551
FOREMOST,12/15/2014,1784
THE GENERAL,12/15/2014,1855
PLYMOUTH ROCK,12/15/2014,932
PLYMOUTH ROCK,12/15/2014,722
PLYMOUTH ROCK,12/15/2014,311
PLYMOUTH ROCK,12/15/2014,1856
PLYMOUTH ROCK,12/15/2014,607
PLYMOUTH ROCK,12/15/2014,1097
PLYMOUTH ROCK,12/15/2014,693
PLYMOUTH ROCK,12/15/2014,529
PLYMOUTH ROCK,12/15/2014,767
THE GENERAL,12/15/2014,731
THE GENERAL,12/15/2014,518
THE GENERAL,12/15/2014,819
THE GENERAL,12/15/2014,1483
SAFECO,12/15/2014,75
SAFECO,12/15/2014,1130
THE GENERAL,12/15/2014,1025
THE GENERAL,12/15/2014,401
THE GENERAL,12/15/2014,906
THE GENERAL,12/15/2014,633
THE GENERAL,12/15/2014,1360
MERCURY,12/15/2014,618
MERCURY,12/15/2014,473
MERCURY,12/15/2014,650
MERCURY,12/15/2014,875
MERCURY,12/15/2014,753
MERCURY,12/15/2014,205
MERCURY,12/15/2014,1304
MERCURY,12/15/2014,338
MERCURY,12/15/2014,1027
MERCURY,12/15/2014,1622
MERCURY,12/15/2014,301
MERCURY,12/15/2014,252
MERCURY,12/15/2014,690
MERCURY,12/15/2014,607
MERCURY,12/15/2014,244
MERCURY,12/15/2014,727
MERCURY,12/15/2014,434
MERCURY,12/15/2014,505
MERCURY,12/15/2014,277
MERCURY,12/15/2014,378
MERCURY,12/15/2014,248
MERCURY,12/15/2014,271
MERCURY,12/15/2014,649
MERCURY,12/15/2014,644
MERCURY,12/15/2014,708
MERCURY,12/15/2014,441
MERCURY,12/15/2014,276
MERCURY,12/15/2014,663
MERCURY,12/15/2014,912
MERCURY,12/15/2014,1510
MERCURY,12/15/2014,277
MERCURY,12/15/2014,795
ASI,12/15/2014,157
ASI,12/15/2014,127
SAFECO,12/15/2014,943.2
SAFECO,12/15/2014,1581
SAFECO,12/15/2014,448
SAFECO,12/15/2014,1443
SAFECO,12/15/2014,1486.2
SAFECO,12/15/2014,694.6
SAFECO,12/15/2014,1180
SAFECO,12/15/2014,526
SAFECO,12/15/2014,1208.9
SAFECO,12/15/2014,1309.8
SAFECO,12/15/2014,828
SAFECO,12/15/2014,1567
SAFECO,12/15/2014,1075.62
SAFECO,12/15/2014,1227.72
SAFECO,12/15/2014,630.7
SAFECO,12/15/2014,1630.36
SAFECO,12/15/2014,902.2
SAFECO,12/15/2014,2314.5
SAFECO,12/15/2014,1436.7
SAFECO,12/15/2014,1037.1
SAFECO,12/15/2014,1389.2
SAFECO,12/15/2014,1760.43
SAFECO,12/15/2014,1434.8
SAFECO,12/15/2014,897.3
SAFECO,12/15/2014,1180
SAFECO,12/15/2014,1954.46
SAFECO,12/15/2014,1650.1
SAFECO,12/15/2014,2303.09
SAFECO,12/15/2014,2136
SAFECO,12/15/2014,1649
SAFECO,12/15/2014,990.2
SAFECO,12/15/2014,1955
SAFECO,12/15/2014,1981.4
SAFECO,12/15/2014,1794.01
SAFECO,12/15/2014,1359.1
SAFECO,12/15/2014,1520.3
SAFECO,12/15/2014,1735.7
SAFECO,12/15/2014,1580.9
SAFECO,12/15/2014,2505.4
SAFECO,12/15/2014,836
SAFECO,12/15/2014,1201
SAFECO,12/15/2014,724.7
SAFECO,12/15/2014,630.1
SAFECO,12/15/2014,880
SAFECO,12/15/2014,941
SAFECO,12/15/2014,1436.8
SAFECO,12/15/2014,2332.1
SAFECO,12/15/2014,1440.2
SAFECO,12/15/2014,1016.5
