"AK","AL","AR","AZ","CA","CO","CT","FL","GA","IL","IN","KS","KY","MA","MD","ME","MI","MN","MO","MS","NC","NH","NJ","NM","NV","NY","OH","OK","OR","PA","SC","TN","TX","UT","VA","VT","WA","WI","WV"
1,0.120805947196581,0.189243268302123,0.116311199845931,0.0652050663696626,0.0100578099624859,0.191968770849314,0.00187522562665688,0.13306288023485,0.124249479706393,-0.100313972515104,0.15876322406928,0.116945593972463,-0.0291605921759902,-0.0416666666666667,0.699854212223765,-0.0416666666666667,-0.029777199335255,0.147888308320246,0.145029574886215,-0.0378539478580492,-0.0484501583111509,0.142950096043437,-0.031209389196618,-0.0515710623129397,0.196613925875171,0.0682417867048648,0.25273589783918,-0.13983377854206,0.0404972867726763,0.0690696671426748,0.172397276515603,0.105417377395065,-0.0684312749748659,0.104398364230894,-0.0515710623129397,-0.0915984823847406,0.0140193038523011,0.32273608450083
0.120805947196581,1,0.391882036429824,0.272497568738037,0.274376114970837,0.533737321258587,0.477557068204932,0.440823694390521,0.442746276606528,0.163497870474117,0.387363808618238,0.450416138994157,0.536103338914425,-0.0463883731189995,-0.0930098885495799,0.103251540168096,0.200986885601391,0.218027298466244,0.379615325298642,0.523346041019793,0.340424113307389,-0.0304566686085176,0.451546848468236,0.18791341561913,-0.10409214040588,0.493787155375585,0.394081098080125,0.52257074368591,0.452223977607999,0.510840227516277,0.3891623330376,0.452571452065445,0.534384677638529,-0.00208798174377326,0.464847553963875,0.0502817966367389,0.426811741828267,0.403590020216369,0.322769759965063
0.189243268302123,0.391882036429824,1,0.136248935696464,0.243770449669855,0.22914278203713,0.595826398470138,0.321732956401182,0.439841513344638,0.278870029668713,0.244464132113173,0.337063163796021,0.24503199219538,0.0423456246764825,-0.100414795425616,-0.0027029122133925,0.0926905803928764,0.31319484507265,0.516163580838966,0.429997997245291,0.10979320842668,-0.0419148174105483,0.47651383984328,0.357102113173068,-0.00478015169726357,0.505097842332441,0.415138399454215,0.520463174611245,0.470738447442475,0.57607970638452,0.458871732898731,0.432202263311852,0.575416982856652,0.170802085610771,0.331670997849719,-0.00478015169726357,0.249016375660079,0.25469365251168,0.263061918019309
0.116311199845931,0.272497568738037,0.136248935696464,1,0.360897576468098,0.194293614723064,0.170353252364037,0.303879518646544,0.45738646861163,0.155052206942442,0.0959562683908144,0.206309134857299,0.126952768615235,0.0463142955802099,-0.0340912137479453,0.0463142955802099,-0.184493627341822,0.399921501823466,0.0965013360674689,0.259280048314364,0.0202682374339901,0.164395188097497,0.444143037551851,0.46514088236402,-0.0835624145696105,0.326466147335636,0.442590674277555,0.490876114004007,0.309873902254795,0.385052509918701,0.367896396661666,0.533110411230827,0.50384481021848,0.402431714198654,0.400770556619492,-0.207665010465072,0.423576993832477,0.251000260704201,0.314345495699683
0.0652050663696626,0.274376114970837,0.243770449669855,0.360897576468098,1,0.304956377253866,0.461258309321823,0.302261850690196,0.490101957348601,-0.0138886209782596,0.24724901510764,0.170367083999984,0.291461461612805,-0.0456340403571386,0.195615199108988,0.136902121071416,-0.0652050663696626,0.343360921584148,0.420940835963307,0.26882630512646,0.303597109439855,0.0758206989191822,0.317164958882108,0.30932156467616,0.0807046689808617,0.452478497149074,0.374382438095007,0.442348795064527,0.309214749227542,0.483528376881374,0.381730673078596,0.511326365690631,0.433349320190411,0.176553091080845,0.351885163420932,0.0807046689808617,0.235018214617477,0.333474491995573,0.279779592751364
0.0100578099624859,0.533737321258587,0.22914278203713,0.194293614723064,0.304956377253866,1,0.345157794642327,0.40835221438996,0.318171309406456,0.24449050689748,0.317437392646716,0.416767497884021,0.22988499214,0.0290358777554666,0.104349778360791,0.0290358777554666,0.198641746759096,0.205799262566156,0.325650711198683,0.340991210756712,0.555243925576154,0.121338318751532,0.37333961906553,0.238248662138896,0.155088891347813,0.343388014304446,0.3435753398114,0.372967149435761,0.297458162247968,0.402064189281952,0.435095519496205,0.169453959259297,0.486025658217369,0.0848802796803788,0.468235004995957,0.284761877424579,0.284836248155987,0.089678222153975,0.326680206352378
0.191968770849314,0.477557068204932,0.595826398470138,0.170353252364037,0.461258309321823,0.345157794642327,1,0.54662889169148,0.702767326480012,0.137684352533281,0.356086857793961,0.57703192511539,0.412619043163037,-0.0588525006041452,0.000849419340041213,0.119488410317507,0.191968770849314,0.344862559968425,0.716291540529479,0.501528199302138,0.311860437577717,0.0874121611807964,0.611656065379849,0.123641981324178,0.141228795673423,0.711570566908623,0.602705646524337,0.539736298148107,0.394816462800629,0.60842209409825,0.552903644005007,0.607843230855783,0.690068755297024,0.184258967522827,0.349483057825426,0.0536178802432598,0.384561937177291,0.372681149884338,0.369719834562916
0.00187522562665688,0.440823694390521,0.321732956401182,0.303879518646544,0.302261850690196,0.40835221438996,0.54662889169148,1,0.366776999125079,0.264017536082784,0.182279880680942,0.365426187948503,0.14093639816738,-0.0643068431306025,0.142517147625923,0.066931612237974,0.283159069625188,0.281710528838476,0.380391992922188,0.28972791568693,0.251924675788999,0.138462987204515,0.582591738662606,0.230821205456052,0.157052781292465,0.483034444727868,0.426641986529638,0.398331435613796,0.392782585992382,0.416699722614509,0.467102667990842,0.409632722175543,0.50610209304679,0.140421226248372,0.301689167109666,0.273101634464236,0.443927942845457,0.31799607257446,0.215365179998881
0.13306288023485,0.442746276606528,0.439841513344638,0.45738646861163,0.490101957348601,0.318171309406456,0.702767326480011,0.366776999125079,1,0.0632566713083676,0.407406191725341,0.530105510278997,0.202870866029351,0.0323911712079953,0.0173560278567196,0.140361741901313,0.152347355631206,0.47554132434953,0.58566621247701,0.382409370136596,0.180016403542045,0.104271884866541,0.649850231277262,0.221483264899862,0.0731967369400608,0.746721458892441,0.72600520208717,0.585788976287762,0.483140698772577,0.653723059329123,0.715582726903648,0.704576575114274,0.805699541209708,0.434675012080891,0.58414609951903,-0.133663606586198,0.434492159569342,0.446410044256907,0.516243735944825
0.124249479706393,0.163497870474118,0.278870029668713,0.155052206942442,-0.0138886209782596,0.24449050689748,0.137684352533281,0.264017536082784,0.0632566713083676,1,0.152238355041457,0.323671497584541,-0.141152740848899,0.242236024844721,0.124249479706393,-0.0683229813664596,-0.0976245911978803,0.0554135686980589,0.0212283132770283,0.0923735960100197,0.0372907142291218,-0.113518245566369,0.145474938565174,0.392206751671564,0.0622460115570905,0.0418785908451794,0.252801027983508,0.326536738110833,0.319859309412656,0.166767128593992,0.273564571412041,0.197252346861804,0.212939691489671,-0.0815456948772207,0.139640623087584,0.0622460115570905,0.176727880728582,0.286665524762481,0.0637969946767543
-0.100313972515104,0.387363808618238,0.244464132113173,0.0959562683908144,0.24724901510764,0.317437392646716,0.356086857793962,0.182279880680942,0.407406191725342,0.152238355041457,1,0.423181080485611,0.275033274221991,-0.114083378840591,-0.0376177396931639,-0.201839824102584,0.025078493128776,0.315057188842624,0.512461608981962,0.230515924579312,0.172301574782806,0.0291613670950633,0.280105890508073,0.2535897626167,0.00517329812743494,0.276703827269668,0.332906424791656,0.24068615246903,0.322017599980935,0.487944628104758,0.328102401499288,0.40147097375843,0.381802117435389,0.133025068852178,0.35021009236966,0.00517329812743494,0.309955241585021,0.430337610764111,0.291374448392237
0.15876322406928,0.450416138994157,0.337063163796021,0.206309134857299,0.170367083999984,0.416767497884021,0.57703192511539,0.365426187948503,0.530105510278997,0.323671497584541,0.423181080485611,1,0.190971355266157,0.26984126984127,-0.0680413817439772,0.0317460317460317,0.15876322406928,0.352324959212089,0.606084829607103,0.370960631595793,0.105601031585771,-0.0131864628688206,0.375227606397305,0.419043246293159,0.149715897078492,0.571314305500657,0.45229626731566,0.360673954345004,0.288743890761964,0.294735519096619,0.514932904028443,0.490332507024675,0.563482331514935,0.14497012422617,0.333413153145399,-0.0374289742696231,0.238863699584088,0.442606261612442,0.211063097806557
0.116945593972463,0.536103338914425,0.24503199219538,0.126952768615235,0.291461461612805,0.22988499214,0.412619043163037,0.14093639816738,0.202870866029351,-0.141152740848899,0.275033274221991,0.190971355266157,1,-0.0697197011289144,-0.0996203207913577,0.233409434214192,-0.0996203207913577,0.1772517306316,0.400929435897458,0.30649780467294,0.266103017478451,0.0730288638715402,0.222898451869605,-0.0638039208503289,-0.0339523442268372,0.268704056420763,0.202456740677533,0.465987829045886,0.187071362687864,0.424250191121458,0.23784571739961,0.217491258672877,0.235422351565177,0.0190335345038952,0.217351184702425,-0.123300618507988,0.187889716416467,0.0990984137724179,0.385450828252469
