carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
SAFECO,10/17/2014,527.5,6,,44.37221863,Var
SAFECO,10/17/2014,2247.5,12,MS,621.91022,Var
SAFECO,10/17/2014,1269.7,12,AL,310.8416055,Var
SAFECO,10/17/2014,955.2,12,CT,234.988752,Var
SAFECO,10/17/2014,1739.6,12,WA,481.3681952,Var
SAFECO,10/17/2014,1925.4,12,MS,471.366801,Var
SAFECO,10/17/2014,1117.1,12,MN,309.1149752,Var
SAFECO,10/17/2014,1639.7,12,TX,453.7246664,Var
SAFECO,10/17/2014,1416.9,12,TX,392.0732328,Var
SAFECO,10/17/2014,889.2,12,TX,246.0523104,Var
SAFECO,10/17/2014,648.5,12,TX,179.447732,Var
SAFECO,10/17/2014,1605.6,12,,444.2887872,Var
SAFECO,10/17/2014,1845.3,12,TX,510.6166536,Var
SAFECO,10/17/2014,1609.3,12,TX,393.9807795,Var
SAFECO,10/17/2014,4775.4,12,TX,1169.089551,Var
HARTFORD,10/18/2014,1124,12,TX,289.5742467,Var
HARTFORD,10/18/2014,987,12,TX,254.279165,Var
HARTFORD,10/18/2014,630,6,SC,179.4024414,Var
HARTFORD,10/18/2014,739,12,PA,190.3873383,Var
HARTFORD,10/18/2014,660,6,OH,187.9454148,Var
MERCURY,10/18/2014,415,6,TX,114.147825,Var
21ST,10/18/2014,432,6,VA,220,Fixed
21ST,10/18/2014,553,6,WA,220,Fixed
21ST,10/18/2014,1744,6,GA,220,Fixed
MERCURY,10/18/2014,1209,6,NY,332.541495,Var
MERCURY,10/18/2014,917,12,VA,158.1901417,Var
MERCURY,10/18/2014,3140,12,VA,541.6761667,Var
PROGRESSIVE,10/18/2014,949.66,6,KY,80.816066,Var
PROGRESSIVE,10/18/2014,418,6,PA,74.6548,Var
PROGRESSIVE,10/18/2014,1547,6,CT,620.1200242,Var
PROGRESSIVE,10/18/2014,386,6,AR,124.259796,Var
PROGRESSIVE,10/18/2014,557,6,MO,47.4007,Var
PROGRESSIVE,10/18/2014,1137,6,AL,455.7701794,Var
PROGRESSIVE,10/18/2014,1205,6,SC,215.213,Var
PROGRESSIVE,10/18/2014,458,6,TN,81.7988,Var
PROGRESSIVE,10/18/2014,665,6,IN,266.5674312,Var
PROGRESSIVE,10/18/2014,688,6,AL,275.7870566,Var
PROGRESSIVE,10/18/2014,582,6,PA,187.3554437,Var
PROGRESSIVE,10/18/2014,1827,6,AR,732.3589426,Var
PROGRESSIVE,10/18/2014,301,6,PA,96.89688757,Var
PROGRESSIVE,10/18/2014,1844,6,PA,478.650768,Var
PROGRESSIVE,10/18/2014,494,6,UT,88.2284,Var
TRAVELERS,10/18/2014,1595,12,PA,347.98115,Var
TRAVELERS,10/18/2014,1224,12,VA,267.04008,Var
TRAVELERS,10/18/2014,1578,12,PA,344.27226,Var
TRAVELERS,10/18/2014,1469,12,PA,320.49173,Var
METLIFE,10/18/2014,832,12,TX,216.9648,Var
FOREMOST,10/18/2014,373,6,NY,38.108664,Var
FOREMOST,10/18/2014,318,6,GA,32.489424,Var
FOREMOST,10/18/2014,2703,6,NY,276.160104,Var
FOREMOST,10/18/2014,1630,6,CT,166.53384,Var
FOREMOST,10/18/2014,1008,6,NY,102.985344,Var
FOREMOST,10/18/2014,1424,6,GA,145.487232,Var
PLYMOUTH ROCK,10/18/2014,611,6,NJ,269.23104,Var
PLYMOUTH ROCK,10/18/2014,302,6,NJ,133.07328,Var
PLYMOUTH ROCK,10/18/2014,1897,6,NJ,835.89408,Var
PLYMOUTH ROCK,10/18/2014,1207,6,NJ,531.85248,Var
PLYMOUTH ROCK,10/18/2014,1285,6,NJ,566.2224,Var
PLYMOUTH ROCK,10/18/2014,729,6,NJ,321.22656,Var
PLYMOUTH ROCK,10/18/2014,898,6,NJ,395.69472,Var
THE GENERAL,10/18/2014,986,12,MO,80.79284,Var
THE GENERAL,10/18/2014,1313,12,SC,107.58722,Var
THE GENERAL,10/18/2014,975,12,TX,79.8915,Var
THE GENERAL,10/18/2014,623,12,TX,51.04862,Var
MERCURY,10/18/2014,618,6,TX,169.98399,Var
MERCURY,10/18/2014,461,6,,126.800355,Var
MERCURY,10/18/2014,513,6,TX,141.103215,Var
MERCURY,10/18/2014,675,6,TX,185.662125,Var
MERCURY,10/18/2014,477,6,TX,131.201235,Var
MERCURY,10/18/2014,524,6,TX,144.12882,Var
SAFECO,10/18/2014,934.86,12,NY,258.6869803,Var
SAFECO,10/18/2014,1694.5,12,CT,416.863945,Var
SAFECO,10/18/2014,1005.8,12,AR,278.3169296,Var
SAFECO,10/18/2014,366.12,12,NY,89.6316678,Var
SAFECO,10/18/2014,1134,12,TN,313.791408,Var
SAFECO,10/18/2014,1154.4,12,AZ,319.4363328,Var
SAFECO,10/18/2014,999.8,12,OH,276.6566576,Var
SAFECO,10/18/2014,1837,12,UT,508.319944,Var
SAFECO,10/18/2014,927.7,12,CO,256.7057224,Var
SAFECO,10/18/2014,436.1,12,AL,120.6741032,Var
SAFECO,10/18/2014,667,12,VA,184.566904,Var
SAFECO,10/18/2014,1414.4,12,OH,346.266336,Var
SAFECO,10/18/2014,1068.7,12,TX,295.7221144,Var
SAFECO,10/18/2014,1799.9,12,TX,498.0539288,Var
SAFECO,10/18/2014,1753.8,12,TX,485.2975056,Var
HARTFORD,10/20/2014,1728,12,TX,445.18176,Var
HARTFORD,10/20/2014,1566,6,TX,445.9432115,Var
HARTFORD,10/20/2014,2537,12,TX,653.6030817,Var
HARTFORD,10/20/2014,1922,12,TX,495.1616567,Var
HARTFORD,10/20/2014,1641,12,NY,422.768095,Var
HARTFORD,10/20/2014,1009,12,,259.9469883,Var
HARTFORD,10/20/2014,681,6,AL,193.9254962,Var
HARTFORD,10/20/2014,1385,12,GA,356.8152417,Var
HARTFORD,10/20/2014,372,6,MO,105.9328702,Var
MERCURY,10/20/2014,1078,12,FL,185.9639833,Var
MERCURY,10/20/2014,502,6,,138.07761,Var
21ST,10/20/2014,1023,6,OR,220,Fixed
21ST,10/20/2014,513.82,6,GA,220,Fixed
21ST,10/20/2014,250.97,6,GA,220,Fixed
21ST,10/20/2014,425,6,TX,220,Fixed
21ST,10/20/2014,344,6,,220,Fixed
21ST,10/20/2014,1111.85,6,TX,220,Fixed
21ST,10/20/2014,621,6,,220,Fixed
21ST,10/20/2014,428,6,,220,Fixed
21ST,10/20/2014,2649,6,,220,Fixed
21ST,10/20/2014,689,6,GA,220,Fixed
21ST,10/20/2014,699,6,,220,Fixed
21ST,10/20/2014,1094,6,GA,220,Fixed
21ST,10/20/2014,896.72,6,VA,220,Fixed
21ST,10/20/2014,284,6,GA,220,Fixed
21ST,10/20/2014,290,6,GA,220,Fixed
21ST,10/20/2014,353.7,6,NM,220,Fixed
21ST,10/20/2014,786,6,GA,220,Fixed
21ST,10/20/2014,314,6,TX,220,Fixed
21ST,10/20/2014,1207.96,6,TX,220,Fixed
21ST,10/20/2014,934,6,TX,220,Fixed
21ST,10/20/2014,238,6,CO,220,Fixed
21ST,10/20/2014,1595.7,6,NM,220,Fixed
21ST,10/20/2014,364,6,GA,220,Fixed
21ST,10/20/2014,497,6,GA,220,Fixed
21ST,10/20/2014,741.67,6,CO,220,Fixed
21ST,10/20/2014,649,6,TX,220,Fixed
21ST,10/20/2014,931,6,TX,220,Fixed
DAIRYLAND,10/20/2014,1257.36,6,MO,105.6825665,Var
MERCURY,10/20/2014,1317,6,NY,362.247435,Var
MERCURY,10/20/2014,505,6,NY,138.902775,Var
MERCURY,10/20/2014,1061,6,NY,291.833355,Var
MERCURY,10/20/2014,901,6,NY,247.824555,Var
MERCURY,10/20/2014,1398,6,NY,384.52689,Var
MERCURY,10/20/2014,877,6,NY,241.223235,Var
MERCURY,10/20/2014,982,6,NY,270.10401,Var
MERCURY,10/20/2014,1104,6,NY,303.66072,Var
MERCURY,10/20/2014,3274,6,,900.53007,Var
MERCURY,10/20/2014,1866,6,NY,513.25263,Var
MERCURY,10/20/2014,1597,6,NY,439.262835,Var
MERCURY,10/20/2014,485,6,,133.401675,Var
MERCURY,10/20/2014,1031,12,VA,177.8560917,Var
MERCURY,10/20/2014,2014,12,,347.4317833,Var
MERCURY,10/20/2014,387,6,VA,106.446285,Var
MERCURY,10/20/2014,2546,12,,439.2062167,Var
MERCURY,10/20/2014,1509,12,VA,260.315075,Var
MERCURY,10/20/2014,827,12,VA,142.6643917,Var
MERCURY,10/20/2014,969,12,VA,167.160575,Var
MERCURY,10/20/2014,2168,12,VA,373.9980667,Var
MERCURY,10/20/2014,429,12,VA,74.006075,Var
MERCURY,10/20/2014,617,12,VA,106.4376417,Var
ESURANCE,10/20/2014,609,6,GA,475,Fixed
ESURANCE,10/20/2014,513,6,OK,325,Fixed
ESURANCE,10/20/2014,574,6,MN,475,Fixed
PROGRESSIVE,10/20/2014,236.34,6,NC,61.34724648,Var
PROGRESSIVE,10/20/2014,759,6,CT,64.5909,Var
PROGRESSIVE,10/20/2014,370,6,IN,96.04164,Var
PROGRESSIVE,10/20/2014,1112,6,KS,198.6032,Var
PROGRESSIVE,10/20/2014,1396,6,KS,362.362512,Var
PROGRESSIVE,10/20/2014,1506,6,OK,390.915432,Var
PROGRESSIVE,10/20/2014,335,6,OH,28.5085,Var
PROGRESSIVE,10/20/2014,850,6,NM,72.335,Var
PROGRESSIVE,10/20/2014,538,6,KS,45.7838,Var
PROGRESSIVE,10/20/2014,742,6,PA,238.8620949,Var
PROGRESSIVE,10/20/2014,428,6,AL,76.4408,Var
PROGRESSIVE,10/20/2014,397,6,KS,70.9042,Var
PROGRESSIVE,10/20/2014,242,6,TX,43.2212,Var
PROGRESSIVE,10/20/2014,443,6,TN,114.990396,Var
PROGRESSIVE,10/20/2014,260,6,SC,67.48872,Var
PROGRESSIVE,10/20/2014,551,6,SC,98.4086,Var
PROGRESSIVE,10/20/2014,654,6,CT,262.1580451,Var
PROGRESSIVE,10/20/2014,905,6,PA,362.7722184,Var
PROGRESSIVE,10/20/2014,483.5,6,,41.14585,Var
PROGRESSIVE,10/20/2014,356,6,WI,92.407632,Var
PROGRESSIVE,10/20/2014,388.5,6,AZ,69.3861,Var
PROGRESSIVE,10/20/2014,738,6,PA,131.8068,Var
PROGRESSIVE,10/20/2014,862,6,PA,277.4920833,Var
PROGRESSIVE,10/20/2014,252,6,TN,45.0072,Var
PROGRESSIVE,10/20/2014,1327,6,SC,237.0022,Var
PROGRESSIVE,10/20/2014,297,6,PA,53.0442,Var
PROGRESSIVE,10/20/2014,269,6,,69.824868,Var
PROGRESSIVE,10/20/2014,659,6,SC,212.1430196,Var
PROGRESSIVE,10/20/2014,367,6,WI,65.5462,Var
PROGRESSIVE,10/20/2014,1151,6,AL,97.9501,Var
PROGRESSIVE,10/20/2014,347,6,WA,61.9742,Var
PROGRESSIVE,10/20/2014,442,6,UT,177.1771498,Var
PROGRESSIVE,10/20/2014,817,6,SC,69.5267,Var
PROGRESSIVE,10/20/2014,1044,6,OK,270.993168,Var
PROGRESSIVE,10/20/2014,1274.5,6,MN,227.6257,Var
PROGRESSIVE,10/20/2014,359,6,PA,115.5680486,Var
PROGRESSIVE,10/20/2014,536,6,OH,172.5472815,Var
TRAVELERS,10/20/2014,1308,12,TX,285.36636,Var
TRAVELERS,10/20/2014,1008,12,CT,219.91536,Var
TRAVELERS,10/20/2014,1152,12,NJ,251.33184,Var
TRAVELERS,10/20/2014,863,12,MN,188.28071,Var
TRAVELERS,10/20/2014,792,12,OR,172.79064,Var
TRAVELERS,10/20/2014,1393,12,VA,303.91081,Var
TRAVELERS,10/20/2014,1964,12,VA,428.48588,Var
TRAVELERS,10/20/2014,1504,12,OR,328.12768,Var
TRAVELERS,10/20/2014,172,12,TX,18.05727663,Var
TRAVELERS,10/20/2014,2846,12,TX,620.91182,Var
TRAVELERS,10/20/2014,1554,12,MO,339.03618,Var
TRAVELERS,10/20/2014,1163,12,MS,253.73171,Var
TRAVELERS,10/20/2014,906,6,TX,318.0668071,Var
TRAVELERS,10/20/2014,817,12,CT,178.24489,Var
TRAVELERS,10/20/2014,1419,12,VA,309.58323,Var
TRAVELERS,10/20/2014,3053,12,AZ,666.07301,Var
TRAVELERS,10/20/2014,945,12,PA,206.17065,Var
TRAVELERS,10/20/2014,1031,12,MO,224.93327,Var
FOREMOST,10/20/2014,1041,6,GA,106.356888,Var
FOREMOST,10/20/2014,622,6,NY,63.548496,Var
FOREMOST,10/20/2014,705,6,CT,72.02844,Var
FOREMOST,10/20/2014,503,6,GA,51.390504,Var
FOREMOST,10/20/2014,1062,6,GA,108.502416,Var
FOREMOST,10/20/2014,1107,6,NY,113.099976,Var
FOREMOST,10/20/2014,2427,6,NY,247.961736,Var
FOREMOST,10/20/2014,2386,6,,243.772848,Var
FOREMOST,10/20/2014,1347,6,NY,137.620296,Var
FOREMOST,10/20/2014,1730,6,GA,176.75064,Var
FOREMOST,10/20/2014,365,6,GA,37.29132,Var
FOREMOST,10/20/2014,2258,6,NY,230.695344,Var
THE GENERAL,10/20/2014,2812,12,GA,230.41528,Var
PLYMOUTH ROCK,10/20/2014,811,6,NJ,357.35904,Var
PLYMOUTH ROCK,10/20/2014,905,6,NJ,398.7792,Var
PLYMOUTH ROCK,10/20/2014,982,6,NJ,432.70848,Var
PLYMOUTH ROCK,10/20/2014,674,6,NJ,296.99136,Var
PLYMOUTH ROCK,10/20/2014,637,6,NJ,280.68768,Var
PLYMOUTH ROCK,10/20/2014,1397,6,NJ,615.57408,Var
PLYMOUTH ROCK,10/20/2014,1067,6,NJ,470.16288,Var
PLYMOUTH ROCK,10/20/2014,716,6,NJ,315.49824,Var
PLYMOUTH ROCK,10/20/2014,524,6,NJ,230.89536,Var
THE GENERAL,10/20/2014,986,12,MO,80.79284,Var
THE GENERAL,10/20/2014,1315,12,OH,107.7511,Var
THE GENERAL,10/20/2014,1349,12,,110.53706,Var
ASI,10/20/2014,464,12,OH,58.65888,Var
ASI,10/20/2014,561,12,OH,70.92162,Var
ASI,10/20/2014,499,12,OH,63.08358,Var
ASI,10/20/2014,530,12,OH,67.0026,Var
ASI,10/20/2014,420,12,OH,53.0964,Var
SAFECO,10/20/2014,198,12,AZ,28.78696782,Var
SAFECO,10/20/2014,788,12,TN,233.5225518,Var
SAFECO,10/20/2014,1107,12,AL,328.0576965,Var
SAFECO,10/20/2014,541,12,NC,160.324493,Var
SAFECO,10/20/2014,874,12,GA,195.5285906,Var
SAFECO,10/20/2014,1158,12,GA,259.0641967,Var
THE GENERAL,10/20/2014,608,6,TN,63.25320704,Var
THE GENERAL,10/20/2014,1346,12,PA,110.29124,Var
FOREMOST,10/20/2014,1200,6,CT,122.6016,Var
THE GENERAL,10/20/2014,1651,12,SC,135.28294,Var
THE GENERAL,10/20/2014,1896,12,SC,155.35824,Var
THE GENERAL,10/20/2014,2582,12,SC,211.56908,Var
MERCURY,10/20/2014,188,6,TX,51.71034,Var
MERCURY,10/20/2014,885,6,TX,243.423675,Var
MERCURY,10/20/2014,593,6,TX,163.107615,Var
MERCURY,10/20/2014,1597,6,TX,439.262835,Var
MERCURY,10/20/2014,292,6,TX,80.31606,Var
MERCURY,10/20/2014,631,6,TX,173.559705,Var
MERCURY,10/20/2014,654,6,TX,179.88597,Var
MERCURY,10/20/2014,871,6,TX,239.572905,Var
MERCURY,10/20/2014,1204,6,TX,331.16622,Var
MERCURY,10/20/2014,339,6,TX,93.243645,Var
MERCURY,10/20/2014,496,6,TX,136.42728,Var
MERCURY,10/20/2014,524,6,TX,144.12882,Var
MERCURY,10/20/2014,298,6,TX,81.96639,Var
MERCURY,10/20/2014,386,6,TX,106.17123,Var
MERCURY,10/20/2014,274,6,TX,75.36507,Var
MERCURY,10/20/2014,722,6,TX,198.58971,Var
MERCURY,10/20/2014,363,6,TX,99.844965,Var
MERCURY,10/20/2014,687,6,TX,188.962785,Var
MERCURY,10/20/2014,1331,12,,229.6085917,Var
MERCURY,10/20/2014,919,6,TX,252.775545,Var
MERCURY,10/20/2014,407,6,TX,111.947385,Var
MERCURY,10/20/2014,256,6,TX,70.41408,Var
MERCURY,10/20/2014,221,6,TX,60.787155,Var
MERCURY,10/20/2014,1659,6,TX,456.316245,Var
MERCURY,10/20/2014,2548,6,,700.84014,Var
MERCURY,10/20/2014,455,6,TX,125.150025,Var
THE GENERAL,10/20/2014,1488,12,VA,121.92672,Var
SAFECO,10/20/2014,1343.2,12,AL,328.835508,Var
SAFECO,10/20/2014,968.8,12,OR,50.52292,Var
SAFECO,10/20/2014,1396.7,12,CO,341.9331105,Var
SAFECO,10/20/2014,1045.2,12,OH,289.2193824,Var
SAFECO,10/20/2014,2135.66,12,,590.9627499,Var
SAFECO,10/20/2014,290.2,12,CO,80.3018224,Var
SAFECO,10/20/2014,300.8,12,TN,83.2349696,Var
SAFECO,10/20/2014,4073.6,12,CT,1002.146336,Var
SAFECO,10/20/2014,1108.1,6,OK,93.2111004,Var
SAFECO,10/20/2014,741.5,12,OR,181.5303225,Var
SAFECO,10/20/2014,967.3,12,GA,237.965473,Var
SAFECO,10/20/2014,1568.46,12,NY,434.0117035,Var
SAFECO,10/20/2014,100,12,GA,13.47716046,Var
SAFECO,10/20/2014,785.1,12,NM,217.2465912,Var
SAFECO,10/20/2014,642.6,12,CT,158.086026,Var
SAFECO,10/20/2014,1078.8,12,MO,298.5169056,Var
SAFECO,10/20/2014,1580.5,12,OK,386.9301075,Var
SAFECO,10/20/2014,1140.2,12,AR,315.5070224,Var
SAFECO,10/20/2014,998,12,WI,276.158576,Var
SAFECO,10/20/2014,947.6,12,CA,204.27887,Var
SAFECO,10/20/2014,428,12,MN,118.432736,Var
SAFECO,10/20/2014,1636.5,12,CO,452.839188,Var
SAFECO,10/20/2014,857.9,12,AL,237.3912248,Var
SAFECO,10/20/2014,911.6,12,GA,224.262716,Var
SAFECO,10/20/2014,1241.9,12,AZ,343.6486328,Var
SAFECO,10/20/2014,772.2,12,SC,213.6770064,Var
SAFECO,10/20/2014,824,12,CA,202.71224,Var
SAFECO,10/20/2014,1234.5,12,MO,341.600964,Var
SAFECO,10/20/2014,1273.8,12,MS,352.4757456,Var
SAFECO,10/20/2014,618.5,12,,171.146372,Var
SAFECO,10/20/2014,1749,12,OH,428.181435,Var
SAFECO,10/20/2014,1151.7,12,CT,283.329717,Var
SAFECO,10/20/2014,638.3,12,AR,176.6252696,Var
SAFECO,10/20/2014,803,12,VA,222.199736,Var
SAFECO,10/20/2014,1556.7,12,OK,381.1035105,Var
SAFECO,10/20/2014,852.2,12,TN,235.8139664,Var
SAFECO,10/20/2014,979.5,12,WA,271.039404,Var
SAFECO,10/20/2014,1602.9,12,AZ,392.4139635,Var
SAFECO,10/20/2014,457.32,12,,111.9587958,Var
SAFECO,10/20/2014,1075.5,12,AL,297.603756,Var
SAFECO,10/20/2014,2327,12,AZ,569.684505,Var
SAFECO,10/20/2014,3683.5,12,PA,1019.268652,Var
SAFECO,10/20/2014,1107.1,12,GA,238.6630825,Var
SAFECO,10/20/2014,725,6,OK,60.98551375,Var
SAFECO,10/20/2014,1186.54,12,NY,328.3298565,Var
SAFECO,10/20/2014,1434.9,12,MO,351.2850435,Var
SAFECO,10/20/2014,722.1,12,GA,177.643821,Var
SAFECO,10/20/2014,667,12,IN,184.566904,Var
SAFECO,10/20/2014,994.3,12,TX,275.1347416,Var
SAFECO,10/20/2014,1027.8,12,TX,284.4045936,Var
SAFECO,10/20/2014,1819.1,12,TX,445.3429665,Var
SAFECO,10/20/2014,1349.9,12,,373.5335288,Var
SAFECO,10/20/2014,1326.8,12,,367.1414816,Var
SAFECO,10/20/2014,447.7,6,TX,169.2888135,Var
SAFECO,10/20/2014,400.1,12,TX,110.7124712,Var
SAFECO,10/20/2014,1204.2,12,TX,333.2165904,Var
SAFECO,10/20/2014,971.9,12,TX,268.9363928,Var
SAFECO,10/20/2014,1871.5,12,TX,517.866508,Var
SAFECO,10/20/2014,2189,12,TX,535.900035,Var
HARTFORD,10/21/2014,416,12,TX,107.1733867,Var
HARTFORD,10/21/2014,531,6,TX,151.2106292,Var
HARTFORD,10/21/2014,1059,12,TX,272.828405,Var
HARTFORD,10/21/2014,421,6,AZ,119.8863934,Var
HARTFORD,10/21/2014,618,12,GA,159.21431,Var
HARTFORD,10/21/2014,1120,12,WI,288.5437333,Var
HARTFORD,10/21/2014,1308,12,GA,336.97786,Var
HARTFORD,10/21/2014,851,6,OR,242.3356788,Var
HARTFORD,10/21/2014,419,6,SC,119.3168618,Var
HARTFORD,10/21/2014,435,6,WV,123.8731143,Var
HARTFORD,10/21/2014,441,6,,125.581709,Var
HARTFORD,10/21/2014,759,12,OH,195.539905,Var
HARTFORD,10/21/2014,552,6,MO,157.1907106,Var
HARTFORD,10/21/2014,725.5,6,MN,206.5975734,Var
HARTFORD,10/21/2014,923,12,GA,234.9665717,Var
MERCURY,10/21/2014,4141,12,FL,714.3570083,Var
MERCURY,10/21/2014,331,6,TX,91.043205,Var
MERCURY,10/21/2014,420,6,TX,115.5231,Var
MERCURY,10/21/2014,616,6,TX,169.43388,Var
21ST,10/21/2014,764.24,6,,220,Fixed
21ST,10/21/2014,1841.96,6,OR,220,Fixed
21ST,10/21/2014,492.53,6,,220,Fixed
21ST,10/21/2014,1144,6,UT,220,Fixed
21ST,10/21/2014,664,6,PA,220,Fixed
21ST,10/21/2014,1168.79,6,GA,220,Fixed
21ST,10/21/2014,748,6,CO,220,Fixed
21ST,10/21/2014,168,6,MO,220,Fixed
21ST,10/21/2014,373,6,GA,220,Fixed
21ST,10/21/2014,756.99,6,GA,220,Fixed
21ST,10/21/2014,407,6,GA,220,Fixed
21ST,10/21/2014,180.26,6,GA,220,Fixed
21ST,10/21/2014,494.64,6,WA,220,Fixed
21ST,10/21/2014,528,6,GA,220,Fixed
21ST,10/21/2014,216,6,TX,220,Fixed
21ST,10/21/2014,1377,6,,220,Fixed
21ST,10/21/2014,984.39,6,TX,220,Fixed
21ST,10/21/2014,1110,6,MN,220,Fixed
21ST,10/21/2014,1355.62,6,,220,Fixed
21ST,10/21/2014,1771,6,WA,220,Fixed
21ST,10/21/2014,953,6,OH,220,Fixed
21ST,10/21/2014,631,6,GA,220,Fixed
21ST,10/21/2014,358,6,GA,220,Fixed
21ST,10/21/2014,569,6,MO,220,Fixed
21ST,10/21/2014,822.99,6,CT,220,Fixed
21ST,10/21/2014,771,6,TX,220,Fixed
21ST,10/21/2014,205,6,,220,Fixed
MERCURY,10/21/2014,763,6,NY,209.866965,Var
MERCURY,10/21/2014,2208,6,NY,607.32144,Var
MERCURY,10/21/2014,618,6,NY,169.98399,Var
MERCURY,10/21/2014,1071,6,,294.583905,Var
MERCURY,10/21/2014,1237,6,NY,340.243035,Var
DAIRYLAND,10/21/2014,294,6,,24.71104104,Var
MERCURY,10/21/2014,780,6,VA,214.5429,Var
MERCURY,10/21/2014,1585,12,VA,273.4257083,Var
MERCURY,10/21/2014,908,6,VA,249.74994,Var
MERCURY,10/21/2014,2376,6,VA,653.53068,Var
MERCURY,10/21/2014,1023,12,,176.476025,Var
ESURANCE,10/21/2014,997,6,AZ,350,Fixed
ESURANCE,10/21/2014,865,6,FL,225,Fixed
ESURANCE,10/21/2014,778,6,,225,Fixed
ESURANCE,10/21/2014,1514,6,TX,225,Fixed
ESURANCE,10/21/2014,500,6,KS,225,Fixed
ESURANCE,10/21/2014,707,6,NJ,325,Fixed
ESURANCE,10/21/2014,964,6,,225,Fixed
ESURANCE,10/21/2014,820,6,OK,325,Fixed
PROGRESSIVE,10/21/2014,309,6,OK,80.207748,Var
PROGRESSIVE,10/21/2014,465,6,NJ,83.049,Var
PROGRESSIVE,10/21/2014,758,6,AL,244.0127601,Var
PROGRESSIVE,10/21/2014,284,6,AL,91.42430588,Var
PROGRESSIVE,10/21/2014,976,6,OK,83.0576,Var
PROGRESSIVE,10/21/2014,1187,6,UT,101.0137,Var
PROGRESSIVE,10/21/2014,1202,6,PA,214.6772,Var
PROGRESSIVE,10/21/2014,1155,6,NJ,462.9855384,Var
PROGRESSIVE,10/21/2014,545,6,SC,97.337,Var
PROGRESSIVE,10/21/2014,750,6,PA,194.679,Var
PROGRESSIVE,10/21/2014,452,6,SC,80.7272,Var
PROGRESSIVE,10/21/2014,1627,6,AR,290.5822,Var
PROGRESSIVE,10/21/2014,456,6,MN,81.4416,Var
PROGRESSIVE,10/21/2014,672.5,6,,57.22975,Var
PROGRESSIVE,10/21/2014,423,6,IN,136.1707091,Var
PROGRESSIVE,10/21/2014,1058,6,,340.5877311,Var
PROGRESSIVE,10/21/2014,358,6,PA,63.9388,Var
PROGRESSIVE,10/21/2014,766,6,NJ,136.8076,Var
PROGRESSIVE,10/21/2014,479,6,OH,154.198037,Var
PROGRESSIVE,10/21/2014,868,6,TN,155.0248,Var
PROGRESSIVE,10/21/2014,488,6,,87.1568,Var
PROGRESSIVE,10/21/2014,1359,6,OR,115.6509,Var
PROGRESSIVE,10/21/2014,940,6,WI,243.99768,Var
PROGRESSIVE,10/21/2014,543,6,AL,96.9798,Var
PROGRESSIVE,10/21/2014,195,6,PA,62.77373115,Var
PROGRESSIVE,10/21/2014,168,6,TN,30.0048,Var
PROGRESSIVE,10/21/2014,648.5,6,AZ,115.8221,Var
PROGRESSIVE,10/21/2014,505.5,6,AZ,90.2823,Var
PROGRESSIVE,10/21/2014,495,6,NJ,128.48814,Var
PROGRESSIVE,10/21/2014,948,6,MS,305.1769084,Var
PROGRESSIVE,10/21/2014,422,6,OH,135.8487925,Var
PROGRESSIVE,10/21/2014,1403.5,6,MN,364.309302,Var
PROGRESSIVE,10/21/2014,372,6,IN,96.560784,Var
PROGRESSIVE,10/21/2014,376,6,MO,31.9976,Var
PROGRESSIVE,10/21/2014,817,6,OK,263.0058377,Var
TRAVELERS,10/21/2014,1481,12,PA,323.10977,Var
TRAVELERS,10/21/2014,1187,12,TX,258.96779,Var
TRAVELERS,10/21/2014,1449,12,TX,316.12833,Var
TRAVELERS,10/21/2014,1025,12,TX,223.62425,Var
TRAVELERS,10/21/2014,552,6,MN,193.789048,Var
TRAVELERS,10/21/2014,898,12,VA,231.0754219,Var
TRAVELERS,10/21/2014,2424,12,OR,528.84408,Var
TRAVELERS,10/21/2014,1549,12,TX,337.94533,Var
TRAVELERS,10/21/2014,1725,12,NJ,376.34325,Var
TRAVELERS,10/21/2014,672,6,KS,235.917102,Var
TRAVELERS,10/21/2014,1466,12,VA,319.83722,Var
TRAVELERS,10/21/2014,438.5,6,MN,153.9429304,Var
TRAVELERS,10/21/2014,1309,12,CT,285.58453,Var
TRAVELERS,10/21/2014,1014,12,PA,221.22438,Var
TRAVELERS,10/21/2014,539,12,OR,117.59363,Var
TRAVELERS,10/21/2014,1357,12,OH,296.05669,Var
METLIFE,10/21/2014,604,12,MN,157.5081,Var
THE GENERAL,10/21/2014,1095,12,,89.7243,Var
FOREMOST,10/21/2014,1739,6,CT,177.670152,Var
FOREMOST,10/21/2014,508,6,CT,51.901344,Var
FOREMOST,10/21/2014,599,6,NY,61.198632,Var
FOREMOST,10/21/2014,1283,6,NY,131.081544,Var
FOREMOST,10/21/2014,638,6,GA,65.183184,Var
FOREMOST,10/21/2014,3449,6,CT,352.377432,Var
FOREMOST,10/21/2014,678,6,GA,69.269904,Var
FOREMOST,10/21/2014,932,6,,95.220576,Var
FOREMOST,10/21/2014,958,6,NY,97.876944,Var
FOREMOST,10/21/2014,674,6,CT,68.861232,Var
FOREMOST,10/21/2014,1173,6,,119.843064,Var
FOREMOST,10/21/2014,1460,6,NY,149.16528,Var
PLYMOUTH ROCK,10/21/2014,1090,6,NJ,480.2976,Var
PLYMOUTH ROCK,10/21/2014,893,6,NJ,393.49152,Var
